"","target","gene","avg_log2FC","p_val","p_val_bh"
"75","HCE1","DCTPP1",-0.494869096918677,7.92190608542854e-06,0.000561684306810191
"76","HCE1","CISD2",-0.371577114444865,7.96418046969674e-06,0.000561684306810191
"77","HCE1","CSE1L",-0.37017782844416,8.15353434536734e-06,0.000567570702482713
"78","HCE1","GMNN",-0.644871804240283,8.30455418300407e-06,0.0005706719284731
"79","HCE1","TMED5",0.315069994821093,9.21712024748698e-06,0.000625364107930762
"80","HCE1","MCM4",-0.608099252721203,9.46216512723764e-06,0.000633965063524922
"81","HCE1","CDC7",-0.457326549303028,1.07369570605089e-05,0.000710494936349726
"82","HCE1","NSD2",-0.327166071662118,1.18073850384974e-05,0.000771799802516415
"83","HCE1","AMD1",-0.313801199934493,1.22393649013227e-05,0.000790397540615537
"84","HCE1","MYL9",0.219925372320712,1.28510476489187e-05,0.000820019230931006
"85","HCE1","NUP153",-0.33022834546216,1.35180494065312e-05,0.000852432291988319
"86","HCE1","PHGDH",-0.497032177554935,1.47289079698881e-05,0.000909573025743427
"87","HCE1","NOP58",-0.289181043883551,1.4766430063256e-05,0.000909573025743427
"88","HCE1","H3F3B",0.118057577279216,1.49332884823548e-05,0.000909573025743427
"89","HCE1","PUM2",-0.198014083345434,1.5179259339046e-05,0.00091416662985715
"90","HCE1","WEE1",-0.467578154996851,1.54248412533727e-05,0.000918634990200863
"91","HCE1","MZT2A",-0.404842993417804,1.57308468073153e-05,0.000926564163595716
"92","HCE1","HNRNPA2B1",-0.108816719685182,1.69571465408294e-05,0.000979981839972605
"93","HCE1","ABI1",0.24116240174172,1.7003416253256e-05,0.000979981839972605
"94","HCE1","COMMD6",0.149294490689449,1.9895304357156e-05,0.00113445565270592
"95","HCE1","FBLN7",-0.523586194695553,2.07035988896336e-05,0.00115605637034282
"96","HCE1","EMP1",0.399543941671851,2.07054872300207e-05,0.00115605637034282
"97","HCE1","MSH6",-0.436956913091908,2.10096664780795e-05,0.00116094651878872
"98","HCE1","USP1",-0.455730111631941,2.20009841222195e-05,0.00120331913158262
"99","HCE1","CAVIN3",0.178447320441731,2.224071112086e-05,0.00120414355159403
"100","HCE1","CNTLN",-0.458165820076637,2.36201800928857e-05,0.00126604165297867
"101","HCE1","NDUFAF6",-0.459296797233599,2.52030956623715e-05,0.00133751081931001
"102","HCE1","CABIN1",-0.387942502579894,2.57617637326748e-05,0.00134847884219485
"103","HCE1","SBDS",0.2065245116778,2.5912932975013e-05,0.00134847884219485
"104","HCE1","PNP",-0.512600807932765,2.63202363288882e-05,0.00135650448771962
"105","HCE1","CPEB4",0.351027532372131,2.76825473899415e-05,0.00141312813342939
"106","HCE1","RIF1",-0.227902344613027,2.82384850622692e-05,0.00142768718056904
"107","HCE1","SECISBP2L",0.347486725222015,2.85185698211287e-05,0.00142768718056904
"108","HCE1","DNMT1",-0.371218820299208,2.87668312502717e-05,0.00142768718056904
"109","HCE1","GPD2",-0.4984447943505,2.96152529225644e-05,0.00144887438293917
"110","HCE1","ARPC2",0.125608815714906,2.97343623364381e-05,0.00144887438293917
"111","HCE1","SPATA33",-0.451989559032219,3.05610901888568e-05,0.0014757427334439
"112","HCE1","FUS",-0.174944171259197,3.13915557230461e-05,0.00150231016674578
"113","HCE1","DERL3",-0.409132030141817,3.20137362689698e-05,0.00151852766727149
"114","HCE1","CD320",-0.374982085558636,3.27609355135321e-05,0.00154033872239063
"115","HCE1","MYO19",-0.516071187167572,3.3275555954874e-05,0.0015509302601576
"116","HCE1","MAZ",-0.354999431057878,3.40565352496552e-05,0.00157364680119097
"117","HCE1","PCNA",-0.489830855477263,3.50044344010582e-05,0.00160362195204848
"118","HCE1","ZNF83",-0.311800115669151,3.86095242329638e-05,0.0017537885583787
"119","HCE1","CDK2",-0.390478887294926,4.31663328615403e-05,0.00194429869023408
"120","HCE1","SEC61G",0.15760513830259,4.35611959288583e-05,0.00194573341815567
"121","HCE1","TFRC",-0.296299105723639,4.42743810694333e-05,0.00196124531018316
"122","HCE1","NEMP2",-0.373845043008339,4.53001813941711e-05,0.00199023747764555
"123","HCE1","YPEL5",0.210904241614106,4.71752721339188e-05,0.00205576795640492
"124","HCE1","STXBP5",-0.304788722586384,4.80668902815257e-05,0.00207773009604014
"125","HCE1","C3orf14",-0.429388468332878,4.87873467968071e-05,0.00209200143064709
"126","HCE1","FSTL1",0.131573107040589,5.17953875539879e-05,0.00220335934356647
"127","HCE1","CPT1C",-0.43759633473053,5.37342973006783e-05,0.00226784120891052
"128","HCE1","RFC2",-0.467679155851138,5.61037180691214e-05,0.0023274244993088
"129","HCE1","C5orf30",-0.426129756164372,5.63904504514068e-05,0.0023274244993088
"130","HCE1","COPB1",0.167429462031322,5.64487285280118e-05,0.0023274244993088
"131","HCE1","ACER3",-0.454928285166683,5.81068994351203e-05,0.00237750367154385
"132","HCE1","IGFBP4",0.166431570599284,5.85635306423035e-05,0.00237803427456626
"133","HCE1","SELENOK",0.249002526375287,6.10259664035152e-05,0.00245564425706589
"134","HCE1","CENPC",-0.347735734009291,6.13911064266473e-05,0.00245564425706589
"135","HCE1","ZNF730",-0.560487194424153,6.32502364729919e-05,0.00251126864811286
"136","HCE1","HSPB11",-0.308819077501187,6.3785399436452e-05,0.00251341914158904
"137","HCE1","SSR3",0.133248432532615,6.47189814871739e-05,0.00251341914158904
"138","HCE1","KITLG",-0.359059834261624,6.50638880923703e-05,0.00251341914158904
"139","HCE1","EMP2",-0.341032205865427,6.55448514424356e-05,0.00251341914158904
"140","HCE1","SFXN1",-0.377290044276925,6.56490074295645e-05,0.00251341914158904
"141","HCE1","POLD2",-0.399880842558287,7.04696073473389e-05,0.00266382418709386
"142","HCE1","NT5DC2",-0.397409745841058,7.0571461673009e-05,0.00266382418709386
"143","HCE1","MCMBP",-0.377130279397267,7.18076802619974e-05,0.00269153263079934
"144","HCE1","SLFN11",-0.485205389778445,7.49268612923174e-05,0.00276659582609457
"145","HCE1","HNRNPD",-0.186008849308197,7.51715305814685e-05,0.00276659582609457
"146","HCE1","COLGALT1",-0.385999878043189,7.58221333063462e-05,0.00276659582609457
"147","HCE1","SLC43A1",-0.444310782149545,7.5874922842519e-05,0.00276659582609457
"148","HCE1","CCNE1",-0.401382279294178,7.75524381511129e-05,0.00280865586817544
"149","HCE1","AP2B1",0.135770225806659,7.88647835662078e-05,0.00283701503298573
"150","HCE1","ATP1B3",-0.149511106965652,8.01904696625049e-05,0.00286547278260684
"151","HCE1","HES4",-0.375084786898001,8.32192665536455e-05,0.00295400840216914
"152","HCE1","ANKRD36C",-0.452496487366772,8.62260061542577e-05,0.00303260331573735
"153","HCE1","EEF1D",-0.140503208769227,8.72355870297641e-05,0.00303260331573735
"154","HCE1","MSH2",-0.457426295992122,8.74600363286631e-05,0.00303260331573735
"155","HCE1","CALU",0.10569825351521,8.80243969773622e-05,0.00303260331573735
"156","HCE1","HADH",-0.438478919234671,8.84207546279769e-05,0.00303260331573735
"157","HCE1","GJC1",-0.450233476137985,8.8828119509471e-05,0.00303260331573735
"158","HCE1","POLD3",-0.40632103859179,9.04019175475204e-05,0.00306679922819436
"159","HCE1","HIRIP3",-0.366884658384911,9.17915568616639e-05,0.00309435688539949
"160","HCE1","LINC01515",-0.586810475654692,9.76876392302129e-05,0.00327023656093863
"161","HCE1","ARL6IP6",-0.455638941999386,9.82291205804329e-05,0.00327023656093863
"162","HCE1","QSER1",-0.291446920061093,0.000101615842279878,0.00336150409168026
"163","HCE1","MZT2B",-0.131263190179973,0.000102224844579083,0.00336150409168026
"164","HCE1","GART",-0.360599263754347,0.000104602700838104,0.0034187224176356
"165","HCE1","C4orf3",0.185435926194677,0.000107112698916615,0.00347953979510945
"166","HCE1","TPM1",0.170229206174988,0.000107807813631333,0.00348102337990328
"167","HCE1","TMEM109",-0.313138178381538,0.000109285894596711,0.0035076191319663
"168","HCE1","PAXX",-0.419710565122038,0.000110348558989655,0.00351062937191345
"169","HCE1","KRT10",0.161733442053692,0.000110689620121898,0.00351062937191345
"170","HCE1","POLE",-0.4317622633132,0.000122089922930122,0.00384403374939902
"171","HCE1","MTHFD1",-0.420157582705943,0.000122636151333439,0.00384403374939902
"172","HCE1","IFI27L1",-0.442680803922335,0.000125531879801841,0.00391192369615039
"173","HCE1","SELENOM",0.132074945332602,0.000127385206850041,0.00394673242032496
"174","HCE1","CPNE7",-0.327678189633722,0.000129162187354694,0.00397878921966185
"175","HCE1","HSPD1",-0.164163488939369,0.000131242094147148,0.00398464864198194
"176","HCE1","PIGX",-0.403290190437045,0.000131380868078684,0.00398464864198194
"177","HCE1","HNRNPUL1",-0.25086899882808,0.000131923418931718,0.00398464864198194
"178","HCE1","PCLAF",-0.547996028092549,0.000132326018334475,0.00398464864198194
"179","HCE1","TWIST2",0.100264263488902,0.000137063781010974,0.00410425623585934
"180","HCE1","FAM111B",-0.589159114000853,0.000143918971690038,0.00428558715699223
"181","HCE1","ZNF718",-0.487497789678049,0.000145199951936212,0.00429984388054197
"182","HCE1","EZR",-0.392587383403785,0.000146865782911722,0.00432527800223531
"183","HCE1","SEC61B",0.149032332463661,0.000149734756869155,0.0043764655103543
"184","HCE1","MCM2",-0.408773118183909,0.00015023687572858,0.0043764655103543
"185","HCE1","LINC02001",-0.335002931764351,0.000151301375143982,0.00438365065282023
"186","HCE1","SLC12A2",-0.374061532931354,0.00015303914984205,0.00441016044706122
"187","HCE1","CHEK1",-0.41740707571521,0.000155639999099019,0.00446112510786494
"188","HCE1","CAD",-0.395384510172171,0.000157976551433409,0.00450401231746316
"189","HCE1","AHI1",-0.203009233609373,0.000165290115556735,0.00468759269515396
"190","HCE1","GOLGA7",0.286155610343737,0.00016674767296862,0.00470403961637792
"191","HCE1","NOC2L",-0.397297222258056,0.000178104020867541,0.00498614210763844
"192","HCE1","MYL12A",0.121888246261046,0.000178608075497496,0.00498614210763844
"193","HCE1","CD9",0.314361311335808,0.000181591243461346,0.00504315577695758
"194","HCE1","GOLGB1",0.184095717231908,0.000182835878727473,0.00505154798958379
"195","HCE1","CASP2",-0.44039987636883,0.000189921738067178,0.00520952526626872
"196","HCE1","GAS7",-0.446352693188599,0.000190497565706841,0.00520952526626872
"197","HCE1","TFDP1",-0.351508649636621,0.000191901262906224,0.00521535867764214
"198","HCE1","SCARA3",-0.445817927602005,0.000192656906375586,0.00521535867764214
"199","HCE1","ITPR3",-0.351681703357002,0.000194128909963553,0.00522879878092787
"200","HCE1","TDRD3",-0.341487255592502,0.000201528964168835,0.00540097623972477
"201","HCE1","C6orf62",0.212622126950314,0.000202995459101352,0.00541321224270273
"202","HCE1","ARGLU1",-0.211085409086185,0.000205651800224035,0.00544324792447501
"203","HCE1","TAGLN",0.217549877787789,0.000206152859826199,0.00544324792447501
"204","HCE1","ARPC3",0.161825367588662,0.000210518546417274,0.00553127161174799
"205","HCE1","GABARAPL2",0.219351370221113,0.000213798875809019,0.0055751981508655
"206","HCE1","BUD13",-0.403346890473606,0.000215554602943758,0.0055751981508655
"207","HCE1","LIG1",-0.427990597039139,0.000216734614998315,0.0055751981508655
"208","HCE1","AGPAT5",-0.474085071207709,0.000216758749101596,0.0055751981508655
"209","HCE1","ZNF788P",-0.418033372639542,0.000217391121927405,0.0055751981508655
"210","HCE1","TM2D1",0.168179624134112,0.000221397500551612,0.00563061219719955
"211","HCE1","NRM",-0.337077404957792,0.000221652830897221,0.00563061219719955
"212","HCE1","RABAC1",0.193318974975515,0.000235357048065075,0.00595053668692831
"213","HCE1","RMI1",-0.466354104050227,0.000238433890631895,0.00598112938436515
"214","HCE1","RPP25",-0.396908880010252,0.000238798822435474,0.00598112938436515
"215","HCE1","SPARC",0.12420269306254,0.000240266952354318,0.00598991099822857
"216","HCE1","EED",-0.383615339711207,0.000243164396000274,0.00602998661428886
"217","HCE1","TRERF1",-0.387229246368677,0.000244234227502353,0.00602998661428886
"218","HCE1","NES",-0.478013153806009,0.000245249455581151,0.00602998661428886
"219","HCE1","FAR2",-0.452267895931604,0.000247366719344744,0.00605427221775264
"220","HCE1","H2AFZ",-0.198700895173471,0.000252239500023192,0.00614547145511049
"221","HCE1","FOXRED2",-0.320378380055819,0.000257073445025505,0.00623490346306201
"222","HCE1","PEG10",-0.789900561050314,0.000274376171306457,0.00661953766040747
"223","HCE1","ADK",-0.182397149288624,0.0002766195432502,0.00661953766040747
"224","HCE1","LAPTM4A",0.101887545509031,0.000276637394763297,0.00661953766040747
"225","HCE1","DNM3OS",0.464334173196228,0.000278994496520665,0.00664626889489229
"226","HCE1","ZER1",0.383154569299662,0.000280401955675387,0.0066502410726552
"227","HCE1","VSIR",0.352899257885744,0.000282429078357305,0.00666780548975702
"228","HCE1","MMS22L",-0.501753797345765,0.000284254736301798,0.00666780548975702
"229","HCE1","DERA",-0.351471809430496,0.000284874525588499,0.00666780548975702
"230","HCE1","PPP1R3E",-0.335002931764351,0.000293976646969625,0.0068509340337269
"231","HCE1","TMEM167A",0.179536820244809,0.000299674522659407,0.00695348675954294
"232","HCE1","AC016205.1",-0.507424889531852,0.000304174082372532,0.00702747017895161
"233","HCE1","MYADM",0.290629541057307,0.000315890330400908,0.00726683335171187
"234","HCE1","IVNS1ABP",-0.37196339747399,0.000320986544585841,0.0073525123033338
"235","HCE1","CDH24",-0.369738445931144,0.000328490422015394,0.00749237728511706
"236","HCE1","CCDC90B",0.245031706825682,0.000334924231610858,0.00760675373489067
"237","HCE1","ATG16L2",-0.365383163061374,0.000339603303245413,0.00761940103165807
"238","HCE1","CGAS",-0.441790673924687,0.000339635930575238,0.00761940103165807
"239","HCE1","CHAF1A",-0.380205302529095,0.00033974568032953,0.00761940103165807
"240","HCE1","C2CD5",-0.393910769550721,0.000344760292687934,0.00767746728374764
"241","HCE1","LSM2",-0.289500789077735,0.000346119615635869,0.00767746728374764
"242","HCE1","POLE4",-0.317504828166433,0.000346631918408009,0.00767746728374764
"243","HCE1","PACSIN2",-0.238988809275009,0.000349918068598593,0.0077183573978949
"244","HCE1","ATP6V1E1",0.207445395678444,0.000356324840751222,0.00782746371486292
"245","HCE1","PRPS2",-0.453525052630224,0.000366361205736157,0.00801508597039103
"246","HCE1","E2F1",-0.342696046180952,0.000373497253949802,0.00813798894784935
"247","HCE1","RUSC1",-0.397400636171279,0.000380053963502169,0.00824732487599848
"248","HCE1","MRPS26",-0.334548858023402,0.00039006884691786,0.00842744808865524
"249","HCE1","TIPIN",-0.381656327014793,0.000391498987700589,0.00842744808865524
"250","HCE1","LINC01572",-0.353499054602571,0.000395347409031364,0.00847624844963244
"251","HCE1","RNF168",-0.306205979152451,0.000406826598594293,0.00868761182655541
"252","HCE1","SLC10A3",-0.385801245500531,0.000416277179624208,0.0088373999553259
"253","HCE1","FAM117B",-0.402581406955409,0.000418491408848548,0.0088373999553259
"254","HCE1","NDFIP2",0.252632837776097,0.000418787236688951,0.0088373999553259
"255","HCE1","BAZ1B",-0.185713917425817,0.00042048903401049,0.0088385145972401
"256","HCE1","REV3L",-0.200026048782359,0.000425141195702868,0.0089013937850288
"257","HCE1","MRPL33",0.145032133602151,0.000445564520749647,0.00923792831007124
"258","HCE1","RPRD2",-0.246983501109585,0.000448749414259806,0.00923792831007124
"259","HCE1","UHRF1",-0.515361593880132,0.000449834924530228,0.00923792831007124
"260","HCE1","MTPN",0.146219845746718,0.000450138689058619,0.00923792831007124
"261","HCE1","EXOSC8",-0.307158527973949,0.000451237576652178,0.00923792831007124
"262","HCE1","METRN",-0.313343279753652,0.000451555450977363,0.00923792831007124
"263","HCE1","PSMG1",-0.352446601920858,0.000467913669948658,0.00953618734191943
"264","HCE1","GPHN",-0.313815088875766,0.000479789998057677,0.00972860148192632
"265","HCE1","ENOSF1",-0.334309527399365,0.000480984961326581,0.00972860148192632
"266","HCE1","DSN1",-0.400868908433308,0.000483502531727058,0.00974275778216929
"267","HCE1","SRSF7",-0.167627125689689,0.000488819127855972,0.00981299822212737
"268","HCE1","SMYD3",-0.258439212215951,0.000493295696891334,0.00986591393782668
"269","HCE1","CTDSP2",0.341565586924291,0.000501310619951024,0.00998894023396835
"270","HCE1","SLC25A40",-0.435336552507625,0.000504902407809617,0.0100232477994798
"271","HCE1","ANKRD44",-0.461579858530649,0.000513816368845276,0.0101320756477852
"272","HCE1","PHF10",-0.307324818461324,0.000514980198595521,0.0101320756477852
"273","HCE1","AC004943.2",-0.342522059412119,0.000516055345493536,0.0101320756477852
"274","HCE1","CFDP1",-0.175391146271756,0.000527794929739177,0.0102735239113013
"275","HCE1","BASP1",0.198182811744116,0.000528757185000786,0.0102735239113013
"276","HCE1","FANCC",-0.477340352433973,0.000530146227855959,0.0102735239113013
"277","HCE1","SLF1",-0.409537456574099,0.000530926515565383,0.0102735239113013
"278","HCE1","RAP1GDS1",-0.21131452963808,0.000545751142391027,0.0105223961266759
"279","HCE1","CDCA4",-0.387453918734008,0.000553636141057136,0.0106361638568683
"280","HCE1","IQCB1",-0.33239566787978,0.000558288791553345,0.010687242581164
"281","HCE1","KPNB1",-0.171210158106171,0.00056439064785721,0.010765600969803
"282","HCE1","TMED9",0.19827795404693,0.000568889271399657,0.0107956274162854
"283","HCE1","TMEM38B",-0.360017152576052,0.000569993014703129,0.0107956274162854
"284","HCE1","XYLB",-0.389968205035886,0.000596097778986493,0.0112502961104493
"285","HCE1","SLC48A1",-0.28661424963742,0.000601630890237008,0.0113148827076153
"286","HCE1","AC015813.2",-0.349194586045991,0.000615405720868602,0.0115334778456493
"287","HCE1","BAIAP2L1",-0.339045254096245,0.000619100124125728,0.0115622880324526
"288","HCE1","ENOPH1",-0.395894746174953,0.000627551149659341,0.0116794241742155
"289","HCE1","EIF2B4",0.340128319064296,0.000642047403285094,0.0119078687944917
"290","HCE1","SELENOS",0.206618930127664,0.000645806177771448,0.0119362796994999
"291","HCE1","KIRREL3",0.154267959216432,0.000661168831596318,0.012162568326634
"292","HCE1","PTGES3",-0.114299413532853,0.000662587677495732,0.012162568326634
"293","HCE1","CKLF",-0.375579371090699,0.000666201517441507,0.0121871676910801
"294","HCE1","THBS1",0.133893689374638,0.000714389883967778,0.0130242509458071
"295","HCE1","KCNT2",-0.54722518365721,0.000723066530875866,0.0131377512050666
"296","HCE1","PPIL1",-0.35712823228754,0.000729168066024625,0.0131783402295757
"297","HCE1","OXCT1",-0.460206030579415,0.000730217732870144,0.0131783402295757
"298","HCE1","PRTFDC1",-0.405808141787344,0.000741937595482189,0.0133449178247803
"299","HCE1","FAM32A",0.200331791397096,0.000749972622761611,0.0134443252775994
"300","HCE1","PM20D2",-0.345978304242003,0.000754550101638635,0.013481295149277
"301","HCE1","FBL",-0.364344902698555,0.000757415478789791,0.0134875314495458
"302","HCE1","UFM1",0.168230369383333,0.000792133885455961,0.0139939259772613
"303","HCE1","KDM5B",0.225931826591715,0.00079333030315898,0.0139939259772613
"304","HCE1","GNG11",0.201669789133713,0.000793685353934222,0.0139939259772613
"305","HCE1","HMG20B",-0.383785542784633,0.000802847661876454,0.0141090605496977
"306","HCE1","MPC1",0.303647184083888,0.000808609807899318,0.0141555627611618
"307","HCE1","ZNF263",-0.321098448892178,0.000812919330690043,0.0141555627611618
"308","HCE1","GABARAPL1",0.303713105247864,0.000813416666126464,0.0141555627611618
"309","HCE1","CACYBP",-0.262359926440462,0.000818150116216401,0.0141918596211
"310","HCE1","MELK",-0.395182152000233,0.000823499150637201,0.0142385659594045
"311","HCE1","BRIP1",-0.492550600486727,0.000827905711266539,0.0142687286571982
"312","HCE1","CAMK1",-0.341840630642012,0.000832160835119582,0.0142960963982082
"313","HCE1","AL390879.1",-0.386686787904104,0.00083599638811999,0.0143161042821826
"314","HCE1","NQO2",-0.324807314774352,0.000849181912984891,0.014495589342672
"315","HCE1","CYB5A",-0.241733614601833,0.000856448350947772,0.0145148323697709
"316","HCE1","CACNA1A",0.470585430566117,0.000857826139305577,0.0145148323697709
"317","HCE1","PPA2",-0.295274800621421,0.0008584921664048,0.0145148323697709
"318","HCE1","ARF4",0.122325184828967,0.000861141174176705,0.0145148323697709
"319","HCE1","SH3GL2",-0.417826889238115,0.000871643608185697,0.0146216882139657
"320","HCE1","GMPS",-0.270345558511514,0.000872936609788995,0.0146216882139657
"321","HCE1","FAM129A",-0.361607727676721,0.000876661896073776,0.0146383419406712
"322","HCE1","UHRF2",-0.26883109508227,0.000888978179234194,0.0147806075837693
"323","HCE1","FABP5",-0.473749000711608,0.000895405835076828,0.0147806075837693
"324","HCE1","INTS7",-0.389619850669819,0.000895743363072109,0.0147806075837693
"325","HCE1","RRBP1",0.152060260455456,0.000896212213568101,0.0147806075837693
"326","HCE1","MCUB",-0.42510684024541,0.000899909232289987,0.0147960536351973
"327","HCE1","IPO5",-0.199905281396858,0.000903130616265872,0.0148036088782418
"328","HCE1","SYPL1",-0.187972650177905,0.000911318686358214,0.0148922809721952
"329","HCE1","RAB34",-0.129522286785414,0.00091818186460608,0.0149148076467232
"330","HCE1","HMGA1",-0.377147718078257,0.000918262411085567,0.0149148076467232
"331","HCE1","LYST",0.275310862151602,0.000944203684747702,0.0152898240188752
"332","HCE1","TTLL12",-0.266742603267144,0.000950784399129277,0.0153357738639834
