"","target","gene","avg_log2FC","p_val","p_val_bh"
"645","HCE1","UCHL3",0.315968487509169,0.00502733731891511,0.0417775628362558
"646","HCE1","FGD4",0.233947340260416,0.00503609662025918,0.0417855694807883
"647","HCE1","CENPP",-0.439236684212321,0.00506077775648196,0.0419254540567903
"648","HCE1","PUS7",-0.28921895763771,0.005083700387625,0.042007872484712
"649","HCE1","MDK",-0.343142749096889,0.00508640097809292,0.042007872484712
"650","HCE1","CCDC171",-0.366398835061923,0.00510131292668554,0.0420662112108223
"651","HCE1","CISD3",-0.292995390478793,0.00511789918370411,0.0421381561054593
"652","HCE1","METRNL",0.300497364442935,0.00514814244618396,0.0423221526250706
"653","HCE1","KHDRBS1",-0.141367363634829,0.00516533786131544,0.0423754515889265
"654","HCE1","PAFAH1B3",-0.308376076644983,0.00518274635818845,0.0423754515889265
"655","HCE1","ARF1",0.107304521203937,0.00518440933998507,0.0423754515889265
"656","HCE1","SLF2",-0.250810659511548,0.00518920851640733,0.0423754515889265
"657","HCE1","KATNAL1",-0.256764959456028,0.00519415516677699,0.0423754515889265
"658","HCE1","RPA3",-0.325504615092556,0.00523938302146469,0.0426794726368552
"659","HCE1","PSMB4",0.171673732189669,0.00524937345708668,0.0426959662063499
"660","HCE1","LMAN1",0.12939858147452,0.0052588322129805,0.042708091911478
"661","HCE1","RNF111",0.253241130190358,0.00528519447344278,0.0428425707096009
"662","HCE1","SSH2",-0.280872663969363,0.00529137720331265,0.0428425707096009
"663","HCE1","PTPN1",0.206166703540989,0.005314614040314,0.0429433985721857
"664","HCE1","STARD9",-0.31964947731933,0.00531985385297226,0.0429433985721857
"665","HCE1","AC074032.1",-0.25569095538783,0.00534488323060471,0.0430805625805132
"666","HCE1","SESTD1",-0.271858905634348,0.00538271684972961,0.0433203638356617
"667","HCE1","UQCC2",-0.237084625500525,0.0054329789637289,0.0436593212077765
"668","HCE1","SSX2IP",-0.316351744746979,0.0054758254429843,0.0439377610395148
"669","HCE1","EMSY",-0.30210866804553,0.00552061881367955,0.0442309668779109
"670","HCE1","HLTF",-0.203223845223142,0.00552910919241409,0.0442328735393127
"671","HCE1","ZNF292",-0.190687766057651,0.00556027653161478,0.0444159198352537
"672","HCE1","DNAAF5",-0.298472891602207,0.0055912356383431,0.0444895653348121
"673","HCE1","WHRN",-0.245349927292963,0.00559419693826938,0.0444895653348121
"674","HCE1","RBFA",-0.274792706214505,0.00559439683501182,0.0444895653348121
"675","HCE1","NRAS",0.274961262138483,0.0056100460346773,0.0445479211049931
"676","HCE1","HSPA4L",-0.30247500886176,0.00563669232181713,0.044693300066479
"677","HCE1","U73166.1",0.154243476799404,0.00567697670205483,0.0449299571554213
"678","HCE1","EXD2",-0.245543748760123,0.00568330428197307,0.0449299571554213
"679","HCE1","AC105446.1",0.166416379897162,0.00569775098580753,0.0449778281059328
"680","HCE1","HIST1H3E",0.186991137733287,0.00571261522116415,0.0450288493903527
"681","HCE1","DPY19L2P2",-0.251707093233285,0.00578491819205772,0.0454768474862065
"682","HCE1","CHPF2",0.285325945851711,0.0057864197734315,0.0454768474862065
"683","HCE1","NUDT8",-0.333558480522797,0.0058325578575257,0.0456557855836836
"684","HCE1","SPTBN1",0.135343378170141,0.00583274157685676,0.0456557855836836
"685","HCE1","LAMA3",-0.315475749043047,0.00583681978217829,0.0456557855836836
"686","HCE1","COMT",0.13124913658776,0.00584325912507592,0.0456557855836836
"687","HCE1","CKB",-0.357448810338923,0.00590161464078449,0.046044620778173
"688","HCE1","CCDC107",0.213027346626225,0.00595799625516269,0.0464169475692907
"689","HCE1","HSPA5",0.142323891034187,0.00596947375139177,0.0464177061694459
"690","HCE1","MRPL17",-0.186617054948708,0.00597541366733539,0.0464177061694459
"691","HCE1","PDGFC",-0.269026955003774,0.00598932527871246,0.0464332134366976
"692","HCE1","TMEM165",0.138728246040504,0.00600534241473444,0.0464332134366976
"693","HCE1","PSTK",0.230848782139056,0.00600702938837991,0.0464332134366976
"694","HCE1","UHRF1BP1L",0.239157546594175,0.00603651709168219,0.0464332134366976
"695","HCE1","TM7SF3",-0.277071344301196,0.00604960651309474,0.0464332134366976
"696","HCE1","NEDD9",0.31193892361786,0.00605069823724809,0.0464332134366976
"697","HCE1","ARMCX3",0.151501836944426,0.00605158978713311,0.0464332134366976
"698","HCE1","UBE2J2",0.29294641669144,0.00607158028142177,0.0464332134366976
"699","HCE1","TUG1",0.192075218464566,0.00607878791056416,0.0464332134366976
"700","HCE1","SELENOI",-0.239627370331896,0.00608053387481075,0.0464332134366976
"701","HCE1","PRPF39",-0.28348765744632,0.00609115008177036,0.0464332134366976
"702","HCE1","PDIA3P1",0.238336277479286,0.00610075709127309,0.0464332134366976
"703","HCE1","XPO1",-0.193339321049198,0.00611094850195853,0.0464332134366976
"704","HCE1","HMGXB4",-0.249605367693397,0.00611225398828336,0.0464332134366976
"705","HCE1","KDELR1",0.135773619669891,0.00611978102545607,0.0464332134366976
"706","HCE1","SPIDR",-0.124767624631702,0.00613006906171465,0.0464332134366976
"707","HCE1","RFC4",-0.303089726070311,0.00613015540107818,0.0464332134366976
"708","HCE1","KDM1B",-0.333861415185579,0.0061333423718623,0.0464332134366976
"709","HCE1","EXOSC9",-0.297287096490285,0.00615847676360312,0.0465308878100028
"710","HCE1","PRKAR1A",0.150618608250365,0.00616360640766828,0.0465308878100028
"711","HCE1","ZNF48",-0.259443342405308,0.00618678033758255,0.0466301204884444
"712","HCE1","ANP32A",-0.246731521265995,0.00619415033353964,0.0466301204884444
"713","HCE1","ABL2",0.234453456288569,0.00622919181028319,0.0466325489351432
"714","HCE1","KATNAL2",-0.304979804071961,0.00622956047302366,0.0466325489351432
"715","HCE1","HIVEP2",-0.217004738742161,0.00622978897023591,0.0466325489351432
"716","HCE1","STK38L",0.213833020226862,0.00623098123331866,0.0466325489351432
"717","HCE1","PMAIP1",-0.307832410320824,0.00623797343031673,0.0466325489351432
"718","HCE1","C11orf24",0.258279340435923,0.00635966134671124,0.0474760234239168
"719","HCE1","RFXAP",-0.222555301566666,0.00640152540012495,0.0476972505443823
"720","HCE1","STAM",-0.261273545932185,0.00640709335670807,0.0476972505443823
"721","HCE1","RAB27A",-0.296951964307136,0.00646945545977265,0.048094703556701
"722","HCE1","RAD18",-0.24905983640719,0.00649832885255287,0.0482424413430518
"723","HCE1","TTC8",0.29201446740054,0.00651703798767417,0.0482609590578296
"724","HCE1","TOMM22",0.186837853862288,0.0065188310369158,0.0482609590578296
"725","HCE1","RNASEH2B",-0.275544261602957,0.0065307950090337,0.0482828431012698
"726","HCE1","ELP4",-0.277736820710784,0.00655614842831852,0.0484035200768419
"727","HCE1","HCP5",-0.31616945945658,0.00658958896737283,0.0485834894980995
"728","HCE1","HPRT1",-0.260972218064578,0.00662236877499446,0.0487580997719372
"729","HCE1","C12orf65",-0.283388248499471,0.0066610578822101,0.0488806303424458
"730","HCE1","AC048341.1",-0.295395179560005,0.00666943759526423,0.0488806303424458
"731","HCE1","CHMP5",0.191830804744201,0.00668402545395907,0.0488806303424458
"732","HCE1","KCNQ5",-0.478477450666904,0.00669666907922626,0.0488806303424458
"733","HCE1","ZNF672",-0.282149606695846,0.00669850335995968,0.0488806303424458
"734","HCE1","BAG4",0.29583147308875,0.00670101387864676,0.0488806303424458
"735","HCE1","POLD1",-0.211645659887976,0.00672062522094654,0.0488806303424458
"736","HCE1","MBLAC1",0.193062657530778,0.0067210866720863,0.0488806303424458
"737","HCE1","TMC7",0.193062657530778,0.0067210866720863,0.0488806303424458
"738","HCE1","EEF2K",-0.320229365702244,0.00674448292758782,0.0489843204496893
"739","HCE1","CLIP3",0.304015690363443,0.00676637377407807,0.0490446143518
"740","HCE1","DNM1",-0.313668585585397,0.00677108481722612,0.0490446143518
"741","HCE1","RIMS2",-0.451298040584154,0.00679463215838774,0.0491065918969543
"742","HCE1","RETREG1",0.240665946233838,0.00680022279150122,0.0491065918969543
"743","HCE1","SPOPL",-0.285332448703715,0.00681460266940968,0.0491065918969543
"744","HCE1","MINDY2",0.265531595592718,0.00685448006180675,0.0491065918969543
"745","HCE1","AARSD1",-0.21387202142794,0.00687384210664953,0.0491065918969543
"746","HCE1","GLB1L",-0.150914997314202,0.00687555424142263,0.0491065918969543
"747","HCE1","ZNF853",-0.150914997314202,0.00687555424142263,0.0491065918969543
"748","HCE1","RAPGEFL1",-0.150914997314202,0.00687555424142263,0.0491065918969543
"749","HCE1","RBFADN",-0.150914997314202,0.00687555424142263,0.0491065918969543
"750","HCE1","TUBB2A",0.216510077182513,0.00689331017664619,0.0491065918969543
"751","HCE1","TK1",-0.182999712855735,0.00689967371297472,0.0491065918969543
"752","HCE1","RAB40A",-0.162839748296845,0.00689967371297472,0.0491065918969543
"753","HCE1","CFAP97",-0.146488206425768,0.00690829994738912,0.0491065918969543
"754","HCE1","LINC02298",-0.174666741443956,0.00691577819290251,0.0491065918969543
"755","HCE1","GALNT14",-0.211053884747222,0.0069238378801861,0.0491065918969543
"756","HCE1","CD36",-0.232042902692679,0.00693420762894924,0.0491065918969543
"757","HCE1","STRIP2",-0.276827511590921,0.00694612300053733,0.0491065918969543
"758","HCE1","C4orf46",-0.274569269232569,0.00694881626889739,0.0491065918969543
"759","HCE1","ANKMY1",-0.345533320162208,0.00695371329287096,0.0491065918969543
"760","HCE1","ATP6V0E2",-0.223044989560273,0.00696896890188199,0.0491376887818434
"761","HCE1","LINC00667",0.282420728074978,0.00697645170951172,0.0491376887818434
"762","HCE1","SSRP1",-0.251322996690011,0.00700352639957503,0.0492134087694794
"763","HCE1","CXXC1",-0.258135223854773,0.00700556546475985,0.0492134087694794
"764","HCE1","PPFIBP1",0.148779657949728,0.00704214523163245,0.0494056262323952
"765","HCE1","ANKRD12",0.173292996725001,0.00709270688188213,0.0496953057344944
"766","HCE1","TMPO",-0.290751774501904,0.00710441071449191,0.0497123256262097
"767","HCE1","ATXN2L",-0.220708606579948,0.0071487075884589,0.0499570699793216
"768","GRA24","EGR3",-0.860857928309682,2.46735871285064e-13,1.02987552674386e-09
"769","GRA24","EGR1",-0.68875465978627,4.53437097915553e-12,9.46323223349758e-09
"770","GRA24","DUSP5",-0.588710894837514,9.24446696865159e-11,1.28621350423839e-07
"771","GRA24","LIMA1",-0.221422595265069,6.95657056286499e-09,7.25918138234962e-06
"772","GRA24","MCL1",-0.350364049834291,2.96959523189873e-08,2.47901809958906e-05
"773","GRA24","MSRB3",-0.272129583582723,1.7057926022148e-07,0.000118666305360743
"774","GRA24","SLC43A1",-0.483914966704909,3.90731190456912e-07,0.000232987426995307
"775","GRA24","FOSL1",-0.516684018817609,7.12117846403238e-07,0.00035522214738327
"776","GRA24","TRIO",-0.175509584935395,7.6981397278245e-07,0.00035522214738327
"777","GRA24","ZSWIM6",-0.262520645654802,8.51035331536345e-07,0.00035522214738327
"778","GRA24","RRAS2",-0.308714835647782,1.07798861929714e-06,0.00040904768154057
"779","GRA24","DDAH1",-0.327246636078069,1.28588164552515e-06,0.000431339997837998
"780","GRA24","CCL2",-0.426977533446798,1.34341638042501e-06,0.000431339997837998
"781","GRA24","MEOX1",-0.566589789120663,1.75386940951171e-06,0.000500009616045727
"782","GRA24","AFAP1",-0.269339646479879,1.79687212282844e-06,0.000500009616045727
"783","GRA24","EGR2",-0.496822433937732,2.19740360309061e-06,0.000573247664956263
"784","GRA24","AC092807.3",-0.455093719119636,2.90491416994052e-06,0.000676176504247345
"785","GRA24","RASSF8-AS1",-0.37600485631446,2.91595042559947e-06,0.000676176504247345
"786","GRA24","PDLIM7",-0.336330829336838,3.09053812036375e-06,0.000678942427073595
"787","GRA24","USO1",-0.246254300327814,3.75106069346049e-06,0.000782846366725204
"788","GRA24","TUT7",-0.374066056537405,5.54869873934439e-06,0.00110286993038207
"789","GRA24","NR4A1",-0.458553083956533,5.99891542289231e-06,0.00113815786250693
"790","GRA24","CSRP1",-0.37044104337535,6.80024937034245e-06,0.0012340974292091
"791","GRA24","MYO3B",-0.483573358495649,7.96667247307141e-06,0.00138215316546186
"792","GRA24","TPM4",-0.119572881682694,8.27834909835804e-06,0.00138215316546186
"793","GRA24","ZFYVE21",0.271654765829359,9.59106039436467e-06,0.00153973408023377
"794","GRA24","KDELR1",0.189533399724182,1.02475978119719e-05,0.00158420271359892
"795","GRA24","REL",-0.371610767786311,1.31227615361379e-05,0.00192877722316372
"796","GRA24","ALCAM",0.277433871866411,1.34007042337681e-05,0.00192877722316372
"797","GRA24","ARNTL2",-0.344264436176544,1.43763352139359e-05,0.00197574544235225
"798","GRA24","DENND5A",-0.290727113941102,1.46737203432965e-05,0.00197574544235225
"799","GRA24","COBLL1",0.345990571035492,1.77032047885698e-05,0.00230916177460907
"800","GRA24","SMC3",0.201283573717985,1.82694450957738e-05,0.00231080799484121
"801","GRA24","LRRFIP1",-0.204092042991725,1.97688686726943e-05,0.00242691934823017
"802","GRA24","JPH2",-0.391857275558761,2.11992452744337e-05,0.00248334210423036
"803","GRA24","VCL",-0.206190436568229,2.14183794327487e-05,0.00248334210423036
"804","GRA24","HOMER1",-0.44254379203512,2.34583878845575e-05,0.00264635975757144
"805","GRA24","SPHK1",-0.377775880767532,2.74842885541222e-05,0.0030189321164449
"806","GRA24","CYBRD1",0.180977804601268,3.02169247316916e-05,0.00319311437773686
"807","GRA24","TPM2",-0.126750834730862,3.06000419524376e-05,0.00319311437773686
"808","GRA24","ARHGAP28",0.454018036390013,3.16466510494243e-05,0.00322178345073895
"809","GRA24","PHLDB1",-0.39089544452718,3.60902793113212e-05,0.00358668632965368
"810","GRA24","CMBL",0.381797149493798,3.79643867058303e-05,0.0036851941886078
"811","GRA24","LINC02614",-0.423611910208389,3.90496950764759e-05,0.00370439607384569
"812","GRA24","ZNF771",-0.363472178028735,4.19362218804674e-05,0.00388981755842379
"813","GRA24","C11orf96",-0.422370730519791,5.22779351080603e-05,0.00459393153060207
"814","GRA24","DIXDC1",-0.393672579217836,5.26202287108508e-05,0.00459393153060207
"815","GRA24","CDR2",-0.338792578685515,5.28291119954239e-05,0.00459393153060207
"816","GRA24","MAML2",-0.193910070535819,5.69809058756632e-05,0.00474269885877378
"817","GRA24","S1PR3",-0.333292670570833,5.85786253142059e-05,0.00474269885877378
"818","GRA24","C2CD2",-0.394883868598225,5.89288226078142e-05,0.00474269885877378
"819","GRA24","KDM3A",-0.423406727825791,5.94903740222492e-05,0.00474269885877378
"820","GRA24","SEC24D",-0.181981266690734,6.02211402767155e-05,0.00474269885877378
"821","GRA24","SVEP1",0.211631456580295,6.33763361104577e-05,0.0048987560541676
"822","GRA24","ID3",0.351650508600436,6.79982470442644e-05,0.00516044878477745
"823","GRA24","LMCD1",-0.274422138808293,7.49642535296954e-05,0.00558751418273122
"824","GRA24","CNN1",-0.443739724167879,7.67157374441576e-05,0.0056177454051213
"825","GRA24","NHSL2",-0.4656398099212,7.8442027921475e-05,0.00564512111283167
"826","GRA24","DEC1",-0.45846909461082,8.13366925842697e-05,0.0057542263533346
"827","GRA24","LMO4",0.245724134117251,9.02503257680551e-05,0.00623910281767353
"828","GRA24","UBASH3B",-0.450848463138192,9.11799884710315e-05,0.00623910281767353
"829","GRA24","LMOD1",-0.429161352399465,0.000119213377900162,0.00802575224766571
"830","GRA24","FER",-0.188907015752445,0.000123898566269418,0.0081725848160512
"831","GRA24","MPC2",0.254963918120508,0.000126667237074968,0.0081725848160512
"832","GRA24","SLC20A2",-0.248329650819755,0.000127268330868071,0.0081725848160512
"833","GRA24","PLA2R1",-0.282371904381102,0.00012954888165257,0.00819298533360341
"834","GRA24","SLC2A3",-0.474723946103662,0.000138267766358525,0.0086138754743356
"835","GRA24","COG3",-0.344904887077503,0.000153369586742441,0.00941418610386687
"836","GRA24","CARHSP1",0.237414074525112,0.000171504837195348,0.0102681378428941
"837","GRA24","FERMT2",-0.159009134470371,0.000172201640872685,0.0102681378428941
"838","GRA24","RELB",-0.241501716366393,0.000179977288395971,0.0105806366445744
"839","GRA24","TNFRSF11B",-0.331455804825512,0.000186713331102138,0.0108241867225045
"840","GRA24","LYVE1",-0.194663248670916,0.000195095288455941,0.011155174438563
"841","GRA24","MEIS1",-0.285116693855057,0.0002238660801257,0.0123602675999543
"842","GRA24","MFAP2",0.390682151972735,0.000226318828530143,0.0123602675999543
"843","GRA24","LIX1L",-0.345194943505149,0.000226371748456021,0.0123602675999543
"844","GRA24","SERTAD2",-0.337975815469773,0.000228016436319235,0.0123602675999543
"845","GRA24","ATXN3",-0.335918937108521,0.000235231540999238,0.0125879032324464
"846","GRA24","MICU1",-0.268371224368705,0.000243100639668187,0.0128443299996837
"847","GRA24","DDAH2",0.352502340085667,0.000251789656092102,0.0130563176773852
"848","GRA24","TBX5",0.280907906666595,0.00025336888640829,0.0130563176773852
"849","GRA24","S100A4",0.206491256739808,0.000281900093037242,0.0143494022967982
"850","GRA24","AC074032.1",-0.320469880614454,0.0002877698145959,0.0144047549721597
"851","GRA24","KLHL23",-0.349280131823943,0.000289889654446913,0.0144047549721597
"852","GRA24","PDLIM4",-0.230472248319129,0.000295719229312245,0.0145147118184913
"853","GRA24","IRF3",-0.295478718118522,0.000303866390109579,0.0145147118184913
"854","GRA24","SLC6A16",-0.269580009707,0.000305480541941348,0.0145147118184913
"855","GRA24","AL132780.2",-0.20637970637743,0.000306012132253769,0.0145147118184913
"856","GRA24","TENM4",-0.443758136390559,0.000316516551203599,0.0148442706148744
"857","GRA24","NTN4",0.382022612394937,0.000325398158369668,0.014878769266895
"858","GRA24","APBB2",-0.164513630640279,0.000326848837756625,0.014878769266895
"859","GRA24","WDR1",-0.279624358137928,0.00032794604038197,0.014878769266895
"860","GRA24","TAGLN2",0.190900090807109,0.000335534322950894,0.0150593576773874
"861","GRA24","FHOD3",0.316888378635527,0.000379372973356933,0.0168457743701259
"862","GRA24","ITGAV",-0.155646794504942,0.000389608832151755,0.0169288761986491
"863","GRA24","AL139330.1",-0.220021045206012,0.000395312119939241,0.0169288761986491
"864","GRA24","C17orf58",-0.314913358348749,0.000395329269815874,0.0169288761986491
"865","GRA24","ADAMTSL4-AS1",-0.383822679003253,0.000401508766540849,0.0169288761986491
"866","GRA24","FAM118A",-0.365613182425374,0.000401523417265515,0.0169288761986491
"867","GRA24","AC055854.1",-0.189059383173255,0.000410394548205473,0.0170331520743518
"868","GRA24","SETD3",-0.284745762363128,0.000412417775151075,0.0170331520743518
"869","GRA24","TSPAN4",0.209592433388153,0.000418471406618883,0.0170331520743518
"870","GRA24","LOX",0.213903577926318,0.000420319756506526,0.0170331520743518
"871","GRA24","TTC27",-0.316212522271006,0.000448940212894921,0.018018042775225
"872","GRA24","CFLAR",-0.197000732002643,0.000457149050451656,0.0181727632055735
"873","GRA24","ATXN1",-0.209385584876993,0.000482495122132382,0.0189993833941562
"874","GRA24","RASGRP1",-0.254572599402195,0.00050817655784092,0.0197453020468327
"875","GRA24","OTUD4",-0.273965563203687,0.000513631207607178,0.0197453020468327
"876","GRA24","FBLN5",0.171108690125775,0.000515629593460652,0.0197453020468327
"877","GRA24","GFPT2",-0.412051902377555,0.000527559120572289,0.0200184706297158
"878","GRA24","RASSF5",-0.318745876968673,0.000553143457639204,0.020374170172113
"879","GRA24","PSME4",-0.183649538991855,0.000556890992389839,0.020374170172113
"880","GRA24","ZEB1",-0.18969889782855,0.000560186609640278,0.020374170172113
"881","GRA24","DMD",-0.369944942044955,0.000563709505159784,0.020374170172113
"882","GRA24","LARS2",-0.304583020313561,0.000565298980863118,0.020374170172113
"883","GRA24","KRT17",-0.449304801932476,0.000568869474880879,0.020374170172113
"884","GRA24","HMGB2",0.477675347160222,0.000578538103021896,0.020374170172113
"885","GRA24","JUNB",-0.224763484523384,0.000580910618824172,0.020374170172113
"886","GRA24","TRADD",-0.302329561260734,0.0005830955502474,0.020374170172113
"887","GRA24","PCBD1",0.200332717721562,0.000585745189423469,0.020374170172113
"888","GRA24","HSPB1",-0.157560517012777,0.00064055147263405,0.022096378898963
"889","GRA24","NFKB1",-0.184055872882524,0.000652887495733366,0.0222778723448262
"890","GRA24","AP002495.1",-0.335420713420417,0.000656732416617905,0.0222778723448262
"891","GRA24","EML1",-0.31397546053144,0.000664206256029239,0.0222778723448262
"892","GRA24","PRR11",0.336474398994862,0.000671131257088132,0.0222778723448262
"893","GRA24","ECI1",0.204419668616066,0.000672499261008169,0.0222778723448262
"894","GRA24","MEX3D",0.338176060011329,0.00068939971521916,0.0225880833602381
"895","GRA24","CLIC1",0.197476781999253,0.000692686792072468,0.0225880833602381
"896","GRA24","AC092821.3",0.322176933080458,0.000711592915867282,0.0228057690278612
"897","GRA24","TPM1",-0.177752198076666,0.000713831882414248,0.0228057690278612
"898","GRA24","SEH1L",-0.275802627532623,0.000715753651808771,0.0228057690278612
"899","GRA24","MRVI1",-0.400572930634668,0.00073853122338698,0.023353252472858
"900","GRA24","H1FX",0.2827932151518,0.000753089781049656,0.0236345620007614
"901","GRA24","SRPX2",-0.303977789971259,0.000793057552108605,0.0245255892091228
"902","GRA24","PICALM",-0.163862474151372,0.000793233000295059,0.0245255892091228
"903","GRA24","CPOX",-0.276123605051505,0.00081450772960286,0.0249982004658995
"904","GRA24","ATP2A2",-0.144262456613766,0.000821362682140445,0.0250245827390819
"905","GRA24","L3MBTL2",-0.278670886270947,0.000833631176544288,0.0251748568229833
"906","GRA24","SRF",-0.305557874147327,0.000838357714038016,0.0251748568229833
"907","GRA24","TRERF1",-0.21332150158734,0.000861509154510857,0.0256852800780594
"908","GRA24","CCNB1IP1",-0.250480800532775,0.000880563912496371,0.026067189863545
"909","GRA24","PRDM15",-0.273352040134911,0.000920075179926728,0.0269741125982234
"910","GRA24","MYL12A",-0.128970376171461,0.000926213771943262,0.0269741125982234
"911","GRA24","BMP4",0.352222752344301,0.000930587497399177,0.0269741125982234
"912","GRA24","ADAMTS6",-0.274807511394019,0.000985274911003098,0.0283623274381168
"913","GRA24","BLZF2P",-0.218729331664199,0.00100132962838789,0.028627053896514
"914","GRA24","DAPK2",-0.305448930837298,0.00104530891632355,0.0296810844675817
"915","GRA24","NLRP10",-0.180840788255847,0.0010732480454857,0.0301338143165776
"916","GRA24","ZNF48",-0.261349047469862,0.00108005258796259,0.0301338143165776
"917","GRA24","JPT1",0.264429645728776,0.00108291139134802,0.0301338143165776
"918","GRA24","ITGA6",0.366343131548204,0.0010916941084196,0.0301770278711485
"919","GRA24","CYR61",-0.186146938574252,0.00110702249841598,0.0303646955442993
"920","GRA24","FAM114A1",-0.135221302036576,0.00111303268286483,0.0303646955442993
"921","GRA24","C12orf75",-0.137726052314258,0.00116422644074189,0.0313373487061462
"922","GRA24","ATP1A1",-0.190523619714484,0.00117107500382211,0.0313373487061462
"923","GRA24","SSX2IP",0.267583948029734,0.00117736954264946,0.0313373487061462
"924","GRA24","TEAD3",-0.293075544446219,0.00117938366814913,0.0313373487061462
"925","GRA24","PRKCA",-0.129162575507394,0.00118622450780333,0.0313373487061462
"926","GRA24","SOCS5",-0.237127812568994,0.00120648037040946,0.0315196412192957
"927","GRA24","CHST14",0.324504854585604,0.00120822774199504,0.0315196412192957
"928","GRA24","LLPH",-0.210850157367899,0.00122998675856599,0.0318879796910214
"929","GRA24","STK38L",-0.315891634771443,0.00129980645223352,0.0332952658756078
"930","GRA24","ACYP2",-0.251341810973133,0.00130022240961286,0.0332952658756078
"931","GRA24","PID1",0.332854257538702,0.00131412841099664,0.0334461706554876
"932","GRA24","ENAH",-0.190159045386354,0.00134928085640482,0.0341327169371741
"933","GRA24","ZNF225",-0.204223174497241,0.00136146409960582,0.034233440673221
"934","GRA24","RBM28",-0.285295782992962,0.00137022625699888,0.0342474514773254
"935","GRA24","RLF",-0.216741249557338,0.00140770662840005,0.034974806350844
"936","GRA24","NRG1",-0.211931446613574,0.00142069615651525,0.0350886731200867
"937","GRA24","ADM",0.283214097834714,0.00151563203478251,0.0372132241951893
"938","GRA24","ADAM15",0.272611485882815,0.00155506941108709,0.0379582439875878
"939","GRA24","CAMK2N1",0.213393838318791,0.00158356697653229,0.038276357227271
"940","GRA24","YAP1",-0.154419018427837,0.00158644221378004,0.038276357227271
"941","GRA24","INPP4B",0.244570036082802,0.00164168597706557,0.0392021347407242
"942","GRA24","GALM",0.288431855285072,0.00166008660369818,0.0392021347407242
"943","GRA24","GBP2",-0.276172070508244,0.00166141082455394,0.0392021347407242
"944","GRA24","METTL1",-0.292393881249402,0.00166238089341356,0.0392021347407242
"945","GRA24","LNPK",0.209668197757793,0.00172286436179866,0.0402001231285991
"946","GRA24","SLC38A6",-0.313928095360173,0.00172396311452306,0.0402001231285991
"947","GRA24","APPL2",-0.194559113958191,0.00179990084653493,0.0416264045926215
"948","GRA24","HCFC1R1",0.272102066177934,0.00181175146529018,0.0416264045926215
"949","GRA24","HERC2",-0.221107696629116,0.00182601412368973,0.0416264045926215
"950","GRA24","GPR183",-0.415707420927999,0.001833875508118,0.0416264045926215
"951","GRA24","ZSWIM4",-0.309839948748491,0.00183499244011556,0.0416264045926215
"952","GRA24","ZMIZ1-AS1",-0.250766011005579,0.00184902951693533,0.0416518846388603
"953","GRA24","P3H2",-0.441205726673723,0.00186330291866427,0.0416518846388603
"954","GRA24","SLC44A2",0.291424349148613,0.00186605233049039,0.0416518846388603
"955","GRA24","SACS",-0.157888306736788,0.00188659108579114,0.0417335361349716
"956","GRA24","EPHB4",0.27122421482161,0.0018897073142093,0.0417335361349716
"957","GRA24","FLNB",-0.29023296152315,0.00190598120488463,0.0418713976273076
"958","GRA24","DYNC1H1",0.142505287015021,0.0019501206778106,0.0422122762487114
"959","GRA24","GNAI2",0.146712575551954,0.00195585368243706,0.0422122762487114
"960","GRA24","NCOR2",-0.14117149456669,0.0019669481474302,0.0422122762487114
"961","GRA24","TM4SF1",0.383269325005193,0.00197610974821974,0.0422122762487114
"962","GRA24","HSPH1",-0.22023164140753,0.00202614237766689,0.0422122762487114
"963","GRA24","CCL11",-0.674931091545664,0.00202908355431957,0.0422122762487114
"964","GRA24","RBFOX2",-0.101601718696374,0.00203046694583898,0.0422122762487114
"965","GRA24","GATB",-0.293987161571107,0.00203107401210649,0.0422122762487114
"966","GRA24","REEP4",0.216082260038962,0.00203670877506028,0.0422122762487114
"967","GRA24","AP000943.3",-0.192767189496968,0.00203717003781636,0.0422122762487114
"968","GRA24","RTN3",0.14062973914909,0.00204648248335896,0.0422122762487114
"969","GRA24","KMT2A",0.157828285791989,0.00204748451666774,0.0422122762487114
"970","GRA24","HIF1A",-0.12012326896021,0.00205296887361965,0.0422122762487114
"971","GRA24","DNAJA1",-0.107352247860812,0.00209479360845564,0.0426940265642566
"972","GRA24","RRP1B",-0.254285462743274,0.0020968556410332,0.0426940265642566
"973","GRA24","CCT8",-0.116934972919072,0.00218163917979094,0.0439965013569644
"974","GRA24","ARHGAP31",-0.32362168714425,0.00220140166877307,0.0439965013569644
"975","GRA24","MAP2",0.39011746702398,0.00220904616560332,0.0439965013569644
"976","GRA24","NNMT",-0.178976211640429,0.00221082636511535,0.0439965013569644
"977","GRA24","ELMSAN1",-0.231057398794402,0.00221352785935854,0.0439965013569644
"978","GRA24","NAPG",-0.226514476975757,0.00222989267332882,0.0441117157273672
"979","GRA24","LIG4",-0.276574421541031,0.00224770013322252,0.0442542469625982
"980","GRA24","SIPA1L2",0.366676951132732,0.00227770998823501,0.0446345609901076
"981","GRA24","TNC",-0.166182919933207,0.00230554632161395,0.0447318700366663
"982","GRA24","MGST3",0.143297832768858,0.00231368464466299,0.0447318700366663
"983","GRA24","RUNDC3B",-0.333221440710028,0.0023148260488548,0.0447318700366663
"984","GRA24","PHC2",-0.254351372292378,0.00233805127328324,0.0447370948595584
"985","GRA24","TRAF5",-0.286301436204694,0.00233892472696271,0.0447370948595584
