"","gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","target","p_val_bh"
"4155","TGME49-299030",0.669644068093705,0.0174500066272993,0.569,0.555,1,"MYR1",1
"4156","TGME49-234610",0.669665895418813,-0.0153935672897225,0.392,0.432,1,"MYR1",1
"4157","TGME49-233735",0.66979076123347,-0.00685760008525085,0.037,0.044,1,"MYR1",1
"4158","TGME49-273580",0.66979076123347,-0.00685760008525085,0.037,0.044,1,"MYR1",1
"4159","TGME49-224928",0.66979076123347,-0.00685760008525085,0.037,0.044,1,"MYR1",1
"4160","TGME49-249685",0.66979076123347,-0.00685760008525085,0.037,0.044,1,"MYR1",1
"4161","TGME49-278760",0.66979076123347,-0.00685760008525085,0.037,0.044,1,"MYR1",1
"4162","TGME49-277950",0.66979076123347,-0.00685760008525085,0.037,0.044,1,"MYR1",1
"4163","TGME49-278940",0.669838077781286,-0.00509587567294625,0.155,0.17,1,"MYR1",1
"4164","TGME49-251600",0.669839259000514,-0.0138094790612363,0.414,0.437,1,"MYR1",1
"4165","TGME49-247760",0.669969171395067,-0.016595843335813,0.163,0.175,1,"MYR1",1
"4166","TGME49-237480",0.670031650169973,-0.015384691636794,0.124,0.135,1,"MYR1",1
"4167","TGME49-316340",0.670118430111537,-0.0425911359285996,0.282,0.297,1,"MYR1",1
"4168","TGME49-226740",0.670203333304668,-0.0235612394200871,0.194,0.205,1,"MYR1",1
"4169","TGME49-224530",0.6703674942059,-0.00967126417227582,0.375,0.397,1,"MYR1",1
"4170","TGME49-280518",0.670559365085994,-0.017332641656687,0.42,0.441,1,"MYR1",1
"4171","TGME49-266730",0.671083598546921,-0.00771751211680913,0.138,0.153,1,"MYR1",1
"4172","TGME49-266060",0.671544356789883,-0.00773692063750309,1,1,1,"MYR1",1
"4173","TGME49-309170",0.671706419672385,0.010364817484927,0.194,0.179,1,"MYR1",1
"4174","TGME49-237840",0.672006828723816,0.0137749012991643,0.189,0.175,1,"MYR1",1
"4175","TGME49-268330",0.672422413200036,-0.00762451940970957,0.225,0.245,1,"MYR1",1
"4176","TGME49-294898",0.672441966423859,-0.0177764769045536,0.42,0.45,1,"MYR1",1
"4177","TGME49-314800",0.673229497091695,-0.0176044956598619,0.079,0.087,1,"MYR1",1
"4178","TGME49-290150",0.6732905494662,-0.0169583239920741,0.583,0.59,1,"MYR1",1
"4179","TGME49-310490",0.673309690954141,0.00336415994768391,1,1,1,"MYR1",1
"4180","TGME49-293570",0.673742184816885,-0.00616404309121676,0.806,0.786,1,"MYR1",1
"4181","TGME49-263240",0.673934700252071,0.0209618361734897,0.651,0.672,1,"MYR1",1
"4182","TGME49-306290",0.674549930236117,-0.0143808335349783,0.217,0.231,1,"MYR1",1
"4183","TGME49-258540",0.674843919067003,0.0132090598714554,0.693,0.69,1,"MYR1",1
"4184","TGME49-230080",0.674890679393123,-0.0104941146892921,0.09,0.1,1,"MYR1",1
"4185","TGME49-290850",0.674937109784098,0.0223200111248909,0.51,0.511,1,"MYR1",1
"4186","TGME49-266740",0.675241005363489,-0.00525150276375164,0.037,0.044,1,"MYR1",1
"4187","TGME49-209280",0.675246483046808,0.0152924098879324,0.146,0.135,1,"MYR1",1
"4188","TGME49-316240",0.675306376822286,0.0140502642956326,0.211,0.197,1,"MYR1",1
"4189","TGME49-272600",0.675316854626662,-0.00268333048472891,0.899,0.895,1,"MYR1",1
"4190","TGME49-311150",0.675450502629598,0.00964668993373985,0.208,0.192,1,"MYR1",1
"4191","TGME49-257000",0.675679309113371,0.0138607738579742,0.115,0.105,1,"MYR1",1
"4192","TGME49-207080",0.675855769247551,-0.0124287663489521,0.149,0.162,1,"MYR1",1
"4193","TGME49-212980",0.676109210027651,0.0342839902417531,0.546,0.55,1,"MYR1",1
"4194","TGME49-222900",0.676166186914342,-0.00779658861217164,0.332,0.362,1,"MYR1",1
"4195","TGME49-315820",0.676315171430724,-0.0161661936905377,0.138,0.148,1,"MYR1",1
"4196","TGME49-293480",0.676511506668001,-0.00271575751691255,0.366,0.328,1,"MYR1",1
"4197","TGME49-250940",0.67652101862392,0.0145571766211843,0.561,0.581,1,"MYR1",1
"4198","TGME49-294200",0.676655551714607,0.00852230933686648,0.994,1,1,"MYR1",1
"4199","TGME49-314750",0.676656460307936,0.0154105608894116,0.606,0.594,1,"MYR1",1
"4200","TGME49-240460",0.676868609595168,-0.0225531802795415,0.307,0.319,1,"MYR1",1
"4201","TGME49-278490",0.677303900759494,0.0235995117129702,0.369,0.367,1,"MYR1",1
"4202","TGME49-249990",0.677544043073343,-0.0201958501915229,0.803,0.834,1,"MYR1",1
"4203","TGME49-237500",0.677577849522605,0.0118269693220551,0.18,0.166,1,"MYR1",1
"4204","TGME49-245520",0.67838362539402,-0.0173106668890411,0.349,0.362,1,"MYR1",1
"4205","TGME49-248980",0.678418755625223,-0.0176777403732052,0.4,0.419,1,"MYR1",1
"4206","TGME49-295035",0.678457601846033,-0.0119227151216784,0.115,0.127,1,"MYR1",1
"4207","TGME49-237410",0.679255043942234,0.0188265327460194,0.177,0.166,1,"MYR1",1
"4208","TGME49-301460",0.679394887743976,-0.0121166389853477,0.124,0.135,1,"MYR1",1
"4209","TGME49-262930",0.679959543294662,0.0204938075380334,0.882,0.852,1,"MYR1",1
"4210","TGME49-261260",0.680014773486965,-0.00620472973250302,0.11,0.122,1,"MYR1",1
"4211","TGME49-278975",0.680018344585821,0.0108594396630265,0.369,0.341,1,"MYR1",1
"4212","TGME49-306320",0.68010620163196,-0.00612771475126694,0.172,0.188,1,"MYR1",1
"4213","TGME49-255320",0.6801173870335,0.0257002196458331,0.372,0.371,1,"MYR1",1
"4214","TGME49-253380",0.680218787311759,0.0101751661051226,0.515,0.472,1,"MYR1",1
"4215","TGME49-230380",0.680297111617057,0.00590616301078684,0.994,1,1,"MYR1",1
"4216","TGME49-227000",0.680388113405857,-0.0257678484849517,0.352,0.362,1,"MYR1",1
"4217","TGME49-315420",0.680490412386463,-0.00885628660067281,0.082,0.092,1,"MYR1",1
"4218","TGME49-288560",0.681426601737493,-0.0160395632521143,0.239,0.253,1,"MYR1",1
"4219","TGME49-310170",0.681522567842156,0.0166250075042192,0.383,0.362,1,"MYR1",1
"4220","TGME49-253160",0.682375690195898,0.0147342088107897,0.321,0.301,1,"MYR1",1
"4221","TGME49-297340",0.683236365182134,-0.0195834669792435,0.566,0.576,1,"MYR1",1
"4222","TGME49-313820",0.683260734226498,0.0187829453851098,0.406,0.393,1,"MYR1",1
"4223","TGME49-233695",0.683608875715922,-0.0247373654984168,0.732,0.795,1,"MYR1",1
"4224","TGME49-215700",0.68383691562067,0.00990311897490159,0.13,0.118,1,"MYR1",1
"4225","TGME49-245500",0.683890471823627,0.0163720012091824,0.223,0.21,1,"MYR1",1
"4226","TGME49-273930",0.684325723148774,-0.00692165404790002,0.856,0.834,1,"MYR1",1
"4227","TGME49-323400",0.684343641670248,0.0206219206135673,0.366,0.354,1,"MYR1",1
"4228","TGME49-297470",0.684579944491997,0.0189769183804079,0.425,0.402,1,"MYR1",1
"4229","TGME49-315590",0.684645117677044,0.0134226788454214,0.206,0.192,1,"MYR1",1
"4230","TGME49-210781",0.684874728837629,-0.00852574504120798,0.194,0.21,1,"MYR1",1
"4231","TGME49-231100",0.684943611786578,0.00854806187770597,0.093,0.083,1,"MYR1",1
"4232","TGME49-222370",0.684975403275276,0.0151408978327745,0.228,0.21,1,"MYR1",1
"4233","TGME49-237260",0.685300152689513,-0.0144458434659535,0.651,0.672,1,"MYR1",1
"4234","TGME49-308810",0.685447041280487,0.0237831540452503,0.301,0.288,1,"MYR1",1
"4235","TGME49-293700",0.68558830921663,-0.00470225686794323,0.4,0.45,1,"MYR1",1
"4236","TGME49-263090",0.68626575536173,-0.00234510065513671,1,1,1,"MYR1",1
"4237","TGME49-266270",0.686334769778748,-0.00709176989032449,0.045,0.052,1,"MYR1",1
"4238","TGME49-264670",0.686334769778748,-0.00709176989032449,0.045,0.052,1,"MYR1",1
"4239","TGME49-284040",0.686334769778748,-0.00709176989032449,0.045,0.052,1,"MYR1",1
"4240","TGME49-238930",0.686334769778748,-0.00709176989032449,0.045,0.052,1,"MYR1",1
"4241","TGME49-257170",0.686334769778748,-0.00709176989032449,0.045,0.052,1,"MYR1",1
"4242","TGME49-233540",0.686334769778748,-0.00709176989032449,0.045,0.052,1,"MYR1",1
"4243","TGME49-225710",0.686334769778748,-0.00709176989032449,0.045,0.052,1,"MYR1",1
"4244","TGME49-224230",0.686334769778748,-0.00709176989032449,0.045,0.052,1,"MYR1",1
"4245","TGME49-243310",0.686343028271686,-0.018270808535868,0.186,0.197,1,"MYR1",1
"4246","TGME49-258180",0.686355466770576,-0.0124813113830831,0.166,0.179,1,"MYR1",1
"4247","TGME49-209880",0.686591861117954,0.0196985966013948,0.459,0.437,1,"MYR1",1
"4248","TGME49-320480",0.687223762846989,-0.0125493419001996,0.465,0.507,1,"MYR1",1
"4249","TGME49-288680",0.687532261961458,-0.0115238322830407,0.465,0.493,1,"MYR1",1
"4250","TGME49-232035",0.688007415014966,0.0122888228540289,0.445,0.419,1,"MYR1",1
"4251","TGME49-205030",0.688265739634337,-0.0203049379476415,0.614,0.651,1,"MYR1",1
"4252","TGME49-288190",0.688321933940065,-0.0055992425708947,0.163,0.179,1,"MYR1",1
"4253","TGME49-300055",0.688513957470656,0.0242293332736858,0.386,0.393,1,"MYR1",1
"4254","TGME49-212160",0.688922281765837,0.00927207432075271,0.065,0.057,1,"MYR1",1
"4255","TGME49-214490",0.689240560050039,-0.0111521810142529,0.262,0.279,1,"MYR1",1
"4256","TGME49-209200",0.689260697169423,0.0282666062792764,0.239,0.231,1,"MYR1",1
"4257","TGME49-209010",0.689689734681026,-0.0134994574118133,0.355,0.376,1,"MYR1",1
"4258","TGME49-319670",0.689950888820812,-0.0123587557441918,0.192,0.205,1,"MYR1",1
"4259","TGME49-216020",0.689966500916222,-0.0189948674533021,0.242,0.253,1,"MYR1",1
"4260","TGME49-246100",0.690080490316627,0.0115333605380821,0.699,0.721,1,"MYR1",1
"4261","TGME49-271990",0.690214796886394,0.00316043726016781,0.085,0.074,1,"MYR1",1
"4262","TGME49-219080",0.690285588254262,-0.00239763826904343,0.372,0.402,1,"MYR1",1
"4263","TGME49-291030",0.69040150829369,-0.015244768732767,0.189,0.201,1,"MYR1",1
"4264","TGME49-210440",0.690403163826858,-0.0130188789853916,0.231,0.245,1,"MYR1",1
"4265","TGME49-313470",0.690504869929586,-0.0110008864134891,0.141,0.153,1,"MYR1",1
"4266","TGME49-275690",0.6906696324015,-0.0206818353748309,0.732,0.738,1,"MYR1",1
"4267","TGME49-292190",0.690759275512876,0.018544427655609,0.248,0.236,1,"MYR1",1
"4268","TGME49-300030",0.690915066444652,-0.0122769109068935,0.411,0.428,1,"MYR1",1
"4269","TGME49-246020",0.690976626988262,-0.00976807765535581,0.315,0.336,1,"MYR1",1
"4270","TGME49-315320",0.691354690505517,-0.00623320483169332,0.966,0.952,1,"MYR1",1
"4271","TGME49-247770",0.69140575348448,-0.0159883123832099,0.997,1,1,"MYR1",1
"4272","TGME49-310230",0.691504652287769,0.0295664437111989,0.175,0.166,1,"MYR1",1
"4273","TGME49-291590",0.691558061599964,-0.016896138905073,0.169,0.179,1,"MYR1",1
"4274","TGME49-267340",0.691624101692116,0.00723301253767208,0.121,0.109,1,"MYR1",1
"4275","TGME49-320040",0.691870183997159,0.0007062688769498,0.355,0.397,1,"MYR1",1
"4276","TGME49-254080",0.692562229829233,-0.0148694741805894,0.437,0.472,1,"MYR1",1
"4277","TGME49-209700",0.692795323744807,0.0171706427044898,0.879,0.847,1,"MYR1",1
"4278","TGME49-276970",0.693411317084261,-0.0126526176673686,0.279,0.297,1,"MYR1",1
"4279","TGME49-227948",0.694490650509086,0.0217628047770221,0.577,0.585,1,"MYR1",1
"4280","TGME49-254040",0.694687370884459,0.00769597232993496,0.065,0.057,1,"MYR1",1
"4281","TGME49-288610",0.694687370884459,0.00769597232993496,0.065,0.057,1,"MYR1",1
"4282","TGME49-262910",0.694687370884459,0.00769597232993496,0.065,0.057,1,"MYR1",1
"4283","TGME49-229620",0.694687370884459,0.00769597232993496,0.065,0.057,1,"MYR1",1
"4284","TGME49-215300",0.694897243785488,-0.014618359797363,0.518,0.55,1,"MYR1",1
"4285","TGME49-239700",0.695362346483219,-0.00381601232977363,0.076,0.066,1,"MYR1",1
"4286","TGME49-231140",0.695383323532463,0.000254629733915657,1,1,1,"MYR1",1
"4287","TGME49-256070",0.69542933045292,0.00591432391751966,0.037,0.031,1,"MYR1",1
"4288","TGME49-315490",0.6958998806372,0.0355879509568292,0.392,0.389,1,"MYR1",1
"4289","TGME49-240980",0.696328539146904,-0.0175203826887591,0.341,0.358,1,"MYR1",1
"4290","TGME49-209050",0.696480463521683,-0.0109478236805968,0.231,0.249,1,"MYR1",1
"4291","TGME49-242570",0.696853310168105,0.0152652129135787,0.251,0.236,1,"MYR1",1
"4292","TGME49-221170",0.697118953733009,-0.0115122208499457,0.789,0.803,1,"MYR1",1
"4293","TGME49-265860",0.697219528265458,0.0113512233139506,0.087,0.079,1,"MYR1",1
"4294","TGME49-263510",0.697263538519119,0.0142510675141415,0.11,0.1,1,"MYR1",1
"4295","TGME49-305980",0.697542896485394,0.0146579147613217,0.783,0.764,1,"MYR1",1
"4296","TGME49-278280",0.697607305288079,0.00642836721623213,0.293,0.332,1,"MYR1",1
"4297","TGME49-285810",0.697709942772369,-0.0110798654311546,0.062,0.07,1,"MYR1",1
"4298","TGME49-232020",0.697932494242633,-0.00732325712826073,0.054,0.061,1,"MYR1",1
"4299","TGME49-308020",0.69796055537636,-0.0282509640180102,0.93,0.952,1,"MYR1",1
"4300","TGME49-313450",0.698017516660401,0.00358590516898458,0.214,0.197,1,"MYR1",1
"4301","TGME49-297870",0.698039073825495,-0.0377689685444664,0.341,0.341,1,"MYR1",1
"4302","TGME49-213752",0.698125679254275,0.00977270121989485,0.101,0.092,1,"MYR1",1
"4303","TGME49-236840",0.698141002311684,0.024770691742578,0.546,0.546,1,"MYR1",1
"4304","TGME49-264080",0.698213412778093,-0.0258751588742514,0.73,0.769,1,"MYR1",1
"4305","TGME49-204350",0.698352831295532,0.0068132746348336,0.051,0.044,1,"MYR1",1
"4306","TGME49-226090",0.698352831295532,0.0068132746348336,0.051,0.044,1,"MYR1",1
"4307","TGME49-308945",0.698352831295532,0.0068132746348336,0.051,0.044,1,"MYR1",1
"4308","TGME49-248370",0.698557271272706,-0.00287527581820091,0.93,0.956,1,"MYR1",1
"4309","TGME49-216040",0.699087806712978,-0.017304724557333,0.521,0.555,1,"MYR1",1
"4310","TGME49-309890",0.699336119848102,-0.00591596247148957,0.107,0.118,1,"MYR1",1
"4311","TGME49-234505",0.699361734240977,0.0159021579354705,0.58,0.603,1,"MYR1",1
"4312","TGME49-243510",0.699580036717959,-0.00979423122538486,0.262,0.279,1,"MYR1",1
"4313","TGME49-293180",0.7003663166551,-0.00229031849841776,0.969,0.952,1,"MYR1",1
"4314","TGME49-300380",0.70088175543321,0.0165045374655154,0.31,0.297,1,"MYR1",1
"4315","TGME49-234300",0.701395849462878,0.0307271506536785,0.259,0.258,1,"MYR1",1
"4316","TGME49-260250",0.701731542080213,-0.00668933160817659,0.332,0.362,1,"MYR1",1
"4317","TGME49-312905",0.701803966148286,0.018435419174047,0.938,0.926,1,"MYR1",1
"4318","TGME49-278130",0.701940313777762,0.00397494841825402,0.239,0.218,1,"MYR1",1
"4319","TGME49-266140",0.702039440912961,0.00809598152140067,0.679,0.712,1,"MYR1",1
"4320","TGME49-251180",0.702294054527275,0.010480380266071,0.087,0.079,1,"MYR1",1
"4321","TGME49-253140",0.702479278894604,-0.00232950681173651,0.11,0.122,1,"MYR1",1
"4322","TGME49-289100",0.702818888207889,-0.0203074621113114,0.172,0.183,1,"MYR1",1
"4323","TGME49-262960",0.70287625682409,0.010000836032927,0.101,0.092,1,"MYR1",1
"4324","TGME49-232430",0.703317458521012,-0.00680881869994859,0.299,0.323,1,"MYR1",1
"4325","TGME49-202950",0.703697534988994,-0.0172150936024783,0.279,0.293,1,"MYR1",1
"4326","TGME49-241870",0.704174549406082,0.00979999251603356,0.087,0.079,1,"MYR1",1
"4327","TGME49-228400",0.704438519894431,-0.00966740408253197,0.262,0.279,1,"MYR1",1
"4328","TGME49-264890",0.704447317006412,-0.00898090422295192,0.158,0.17,1,"MYR1",1
"4329","TGME49-212850",0.704573406831125,-0.0180589582168295,0.544,0.559,1,"MYR1",1
"4330","TGME49-205210",0.704690400969315,-0.0275728580098824,0.127,0.135,1,"MYR1",1
"4331","TGME49-315770",0.704765188310577,-0.0121951910369076,0.335,0.358,1,"MYR1",1
"4332","TGME49-254820",0.70479386094819,-0.0155687373004466,0.606,0.629,1,"MYR1",1
"4333","TGME49-297640",0.704851940661828,0.00877997002043959,0.225,0.21,1,"MYR1",1
"4334","TGME49-255220",0.704925323656174,0.0157307804124287,0.394,0.384,1,"MYR1",1
"4335","TGME49-206330",0.705003090287071,-0.0129181465022547,0.146,0.157,1,"MYR1",1
"4336","TGME49-246630",0.705213461719834,-0.0121216482234407,0.259,0.275,1,"MYR1",1
"4337","TGME49-237240",0.705642909638085,-0.0137729131518953,0.806,0.834,1,"MYR1",1
"4338","TGME49-222245",0.705805507586797,0.0242681305324451,0.313,0.306,1,"MYR1",1
"4339","TGME49-291630",0.706136310979853,0.0279869745777229,0.313,0.31,1,"MYR1",1
"4340","TGME49-217880",0.706282662429845,-0.00755210763528653,0.062,0.07,1,"MYR1",1
"4341","TGME49-247590",0.706282662429845,-0.00755210763528653,0.062,0.07,1,"MYR1",1
"4342","TGME49-233350",0.706358797776817,0.0156642148695751,0.986,0.978,1,"MYR1",1
"4343","TGME49-246540",0.706374070732987,0.00995277781790338,1,1,1,"MYR1",1
"4344","TGME49-246330",0.706917203834669,0.0176473563189046,0.544,0.55,1,"MYR1",1
"4345","TGME49-211340",0.707053057430577,-0.0200030424327574,0.214,0.223,1,"MYR1",1
"4346","TGME49-320135",0.707096600762722,-0.00511642048673481,0.025,0.031,1,"MYR1",1
"4347","TGME49-265010",0.707096600762722,-0.00511642048673481,0.025,0.031,1,"MYR1",1
"4348","TGME49-231815",0.707096600762722,-0.00511642048673481,0.025,0.031,1,"MYR1",1
"4349","TGME49-265090",0.707263040915187,0.0117532052703803,0.465,0.445,1,"MYR1",1
"4350","TGME49-286080",0.707829916261324,-0.00809170549436067,0.276,0.297,1,"MYR1",1
"4351","TGME49-232050",0.708302906601233,0.0123546896887775,0.654,0.69,1,"MYR1",1
"4352","TGME49-265160",0.709514615650024,-0.00862853704449472,0.07,0.079,1,"MYR1",1
"4353","TGME49-251610",0.709514615650024,-0.00862853704449472,0.07,0.079,1,"MYR1",1
"4354","TGME49-250840",0.71000919192876,-0.0161536002633729,0.13,0.14,1,"MYR1",1
"4355","TGME49-291350",0.710015512334299,-0.0108214846254697,0.096,0.105,1,"MYR1",1
"4356","TGME49-243540",0.710030970500669,-0.00799225082896737,0.265,0.284,1,"MYR1",1
"4357","TGME49-316255",0.710495452949782,-0.00836137219011912,0.434,0.472,1,"MYR1",1
"4358","TGME49-268178",0.71061159256473,-0.0103512107926429,0.18,0.192,1,"MYR1",1
"4359","TGME49-251590",0.71061159256473,-0.0111524495155708,0.18,0.192,1,"MYR1",1
"4360","TGME49-228180",0.710654990878193,-0.00853628068992224,0.327,0.349,1,"MYR1",1
"4361","TGME49-305870",0.710878890204859,-0.00794790955005642,0.335,0.362,1,"MYR1",1
"4362","TGME49-290640",0.710984487651677,-0.0114389542534543,0.504,0.55,1,"MYR1",1
"4363","TGME49-306338",0.71101536977003,-0.00302469038133916,0.054,0.061,1,"MYR1",1
"4364","TGME49-203720",0.711145460418994,-0.00829531066453087,0.163,0.175,1,"MYR1",1
"4365","TGME49-204140",0.71115454347403,0.00824709199077638,0.087,0.079,1,"MYR1",1
"4366","TGME49-264472",0.711224038267548,0.00586531322946202,0.13,0.118,1,"MYR1",1
"4367","TGME49-259070",0.712373851876809,-0.00777836620922301,0.07,0.079,1,"MYR1",1
"4368","TGME49-286932",0.712501715616871,-4.79971496346945e-05,0.051,0.044,1,"MYR1",1
"4369","TGME49-288045",0.713110528396144,-0.0110587287240883,0.096,0.105,1,"MYR1",1
"4370","TGME49-305530",0.713301799953839,-0.00597305662285181,0.062,0.07,1,"MYR1",1
"4371","TGME49-309400",0.713374920645176,-0.00676170731842683,0.124,0.135,1,"MYR1",1
"4372","TGME49-295125",0.713493996050783,-0.0184986809314721,0.161,0.17,1,"MYR1",1
"4373","TGME49-279430",0.713535861486404,-0.00732056502877754,0.439,0.48,1,"MYR1",1
"4374","TGME49-237130",0.713590433435563,0.00916245160986558,0.087,0.079,1,"MYR1",1
"4375","TGME49-214740",0.713724450519889,-0.00409420220033432,0.161,0.175,1,"MYR1",1
"4376","TGME49-318770",0.713937692867263,-0.011653292032781,0.121,0.131,1,"MYR1",1
"4377","TGME49-209190",0.714045273894734,-0.0159234613587734,0.203,0.214,1,"MYR1",1
"4378","TGME49-243940",0.714052934469086,-0.0114971028486829,0.152,0.14,1,"MYR1",1
"4379","TGME49-229490",0.714072560268295,-0.00992245338751946,0.445,0.476,1,"MYR1",1
"4380","TGME49-226510",0.7142686466011,-0.0100607074088014,0.208,0.223,1,"MYR1",1
"4381","TGME49-219770",0.714369927352322,0.0215493826503418,0.276,0.271,1,"MYR1",1
"4382","TGME49-203990",0.714547114002048,0.0437321869388276,0.363,0.358,1,"MYR1",1
"4383","TGME49-251690",0.7148370680594,-0.0179024228248217,0.952,0.956,1,"MYR1",1
"4384","TGME49-218310",0.715085238470217,0.02063727356974,0.332,0.323,1,"MYR1",1
"4385","TGME49-250360",0.71518442543275,0.0111105932122968,0.155,0.144,1,"MYR1",1
"4386","TGME49-314770",0.715187718505285,0.00287728469482058,0.093,0.083,1,"MYR1",1
"4387","TGME49-250790",0.715434841865703,-0.00336396110975545,0.206,0.223,1,"MYR1",1
"4388","TGME49-258940",0.715671639284689,0.0154281413685486,0.946,0.93,1,"MYR1",1
"4389","TGME49-309610",0.715676222326131,-0.016428217971686,0.248,0.262,1,"MYR1",1
"4390","TGME49-227380",0.715772426998298,-0.0152932483248104,0.744,0.751,1,"MYR1",1
"4391","TGME49-289920",0.715781141640229,-0.00325491666417932,0.341,0.314,1,"MYR1",1
"4392","TGME49-254915",0.716267357233192,0.00737958481074688,0.087,0.079,1,"MYR1",1
"4393","TGME49-249270",0.71627932657013,-0.0113101632837196,0.873,0.847,1,"MYR1",1
"4394","TGME49-234950",0.716415122583645,-0.00697461365134727,0.38,0.41,1,"MYR1",1
"4395","TGME49-214760",0.716546285291238,0.0278755709265658,0.307,0.306,1,"MYR1",1
"4396","TGME49-299240",0.716687281058532,-0.00906333649143697,0.087,0.096,1,"MYR1",1
"4397","TGME49-202440",0.716689542395871,0.0173383241955591,0.307,0.293,1,"MYR1",1
"4398","TGME49-221870",0.716823679014303,-0.00800207663872843,0.079,0.087,1,"MYR1",1
"4399","TGME49-230220",0.716855980125355,0.0168474677297384,0.245,0.236,1,"MYR1",1
"4400","TGME49-203815",0.71766871327217,0.0245016117769387,0.186,0.179,1,"MYR1",1
"4401","TGME49-318470",0.718356058261804,-0.0280528936573909,0.237,0.245,1,"MYR1",1
"4402","TGME49-254210",0.718813888290933,0.00996508490907472,0.132,0.122,1,"MYR1",1
"4403","TGME49-245660",0.718916295776571,0.0242275838927316,0.448,0.454,1,"MYR1",1
"4404","TGME49-214630",0.719166763811964,0.0119861181957119,0.118,0.109,1,"MYR1",1
"4405","TGME49-310740",0.719206166642664,0.0123928203769633,0.149,0.14,1,"MYR1",1
"4406","TGME49-235960",0.72035999061425,-0.0189720303177453,0.217,0.227,1,"MYR1",1
"4407","TGME49-271460",0.7208562438763,-0.00639969174516189,0.132,0.144,1,"MYR1",1
"4408","TGME49-223800",0.720912597420003,0.00018443744986435,0.251,0.275,1,"MYR1",1
"4409","TGME49-299070",0.72096965857626,-0.0156182365108639,0.442,0.459,1,"MYR1",1
"4410","TGME49-286460",0.721521079532337,0.00738229832461569,0.073,0.066,1,"MYR1",1
"4411","TGME49-258590",0.721521079532337,0.00738229832461569,0.073,0.066,1,"MYR1",1
"4412","TGME49-314550",0.721521079532337,0.00738229832461569,0.073,0.066,1,"MYR1",1
"4413","TGME49-294340",0.72222319875235,0.00671859094013427,0.225,0.245,1,"MYR1",1
"4414","TGME49-259090",0.722401070324598,0.00133173570636788,0.093,0.083,1,"MYR1",1
"4415","TGME49-213550",0.722985308539685,-0.00582869675554271,0.259,0.279,1,"MYR1",1
"4416","TGME49-316900",0.723068929061796,-0.0149092598382173,0.532,0.581,1,"MYR1",1
"4417","TGME49-313110",0.723088815175619,-0.00310751955733346,0.132,0.144,1,"MYR1",1
"4418","TGME49-226072",0.723289849757055,0.0291316043859688,0.442,0.467,1,"MYR1",1
"4419","TGME49-250800",0.723390317401405,0.00595215885966127,0.496,0.467,1,"MYR1",1
"4420","TGME49-288400",0.723497896924563,-0.00890813101441518,0.211,0.227,1,"MYR1",1
"4421","TGME49-304470",0.723514087777471,0.0193183087419495,0.287,0.279,1,"MYR1",1
"4422","TGME49-320550",0.723638368909659,-0.00661636091575282,0.186,0.201,1,"MYR1",1
"4423","TGME49-209160",0.723832948464435,0.0157291586262104,0.676,0.638,1,"MYR1",1
"4424","TGME49-264225",0.724183011987633,0.00947924198007276,0.096,0.087,1,"MYR1",1
"4425","TGME49-217640",0.724341417155007,-0.0151818522628203,0.501,0.524,1,"MYR1",1
"4426","TGME49-216620",0.724842057779602,0.00756376252892277,0.321,0.301,1,"MYR1",1
"4427","TGME49-285670",0.725006410007883,0.0187977996027675,0.245,0.236,1,"MYR1",1
"4428","TGME49-269417",0.725019182894631,-0.00751210569351989,0.087,0.096,1,"MYR1",1
"4429","TGME49-259630",0.725040397016654,-0.0427840792038614,0.766,0.755,1,"MYR1",1
"4430","TGME49-225990",0.725213042477,-0.0147176130080435,0.38,0.397,1,"MYR1",1
"4431","TGME49-284190",0.725279810805951,0.000466019007358209,0.186,0.17,1,"MYR1",1
"4432","TGME49-313830",0.725426120558345,0.020423081055518,0.307,0.297,1,"MYR1",1
"4433","TGME49-274070",0.725625294295043,-0.00933933941039489,0.18,0.192,1,"MYR1",1
"4434","TGME49-300601",0.725814810746778,0.0177413505333864,0.51,0.498,1,"MYR1",1
"4435","TGME49-320525",0.726192850120179,0.0122290509670968,0.104,0.096,1,"MYR1",1
"4436","TGME49-273840",0.726263055860424,-0.0152074521695211,0.11,0.118,1,"MYR1",1
"4437","TGME49-262640",0.726398945095432,-0.00587226866373669,1,1,1,"MYR1",1
"4438","TGME49-209095",0.726419093018037,0.02897096519062,0.91,0.86,1,"MYR1",1
"4439","TGME49-212210",0.726503763845639,0.00430107926076211,0.101,0.092,1,"MYR1",1
"4440","TGME49-219270",0.72651455302341,0.0137107022660288,0.98,0.978,1,"MYR1",1
"4441","TGME49-295440",0.726585532325922,-0.00623801194055641,0.034,0.039,1,"MYR1",1
"4442","TGME49-207480",0.726878056959132,-0.00791575044700064,0.113,0.122,1,"MYR1",1
"4443","TGME49-219070",0.72691996883277,0.0101738495908216,0.161,0.148,1,"MYR1",1
"4444","TGME49-213910",0.726955913347239,-0.0180064456004884,0.324,0.332,1,"MYR1",1
"4445","TGME49-206630",0.727067373013754,-0.0197333888673091,0.315,0.319,1,"MYR1",1
"4446","TGME49-242800",0.72708642864198,-0.0154584669964567,0.82,0.838,1,"MYR1",1
"4447","TGME49-203870",0.727166236724263,0.0114181358344823,0.544,0.563,1,"MYR1",1
"4448","TGME49-227970",0.72720237118084,0.00440912040589181,0.808,0.777,1,"MYR1",1
