"target","gene","avg_log2FC","pct.1","pct.2","p_val","p_val_bh","Naor_2018_significant_genes_avg_log2FC"
"MYR1","KAT6B",0.698353069080658,0.834,0.646,7.39801630066492e-18,1.58214283175943e-16,NA
"MYR1","CYP1B1",-0.771215622365345,0.29,0.638,7.52099823224997e-18,1.6066916811836e-16,NA
"MYR1","ATAD2",-0.575011374420781,0.211,0.546,7.5357871114947e-18,1.60809924965748e-16,NA
"MYR1","SLC22A4",-0.56846481384788,0.31,0.681,8.00059307048018e-18,1.70543076853464e-16,NA
"MYR1","IFIT1",0.857667528224462,0.439,0.118,8.20439387550973e-18,1.7469746828732e-16,NA
"MYR1","MGST3",0.44724901263353,1,1,8.22013017670409e-18,1.74842703791045e-16,NA
"MYR1","LITAF",-0.567654973372422,0.727,0.93,8.31600621169446e-18,1.76690355165266e-16,NA
"MYR1","GOLM1",-0.638757689142532,0.555,0.799,8.75946986701636e-18,1.85911215976253e-16,-1.11156216741655
"MYR1","CMIP",-0.570755641808685,0.417,0.777,8.90538827759587e-18,1.88803858931819e-16,-0.596902114032681
"MYR1","NAMPT",-0.663535438293372,0.611,0.865,8.93885848315813e-18,1.89308805305847e-16,NA
"MYR1","IDH2",-0.540704908944215,0.825,0.965,9.25414291066632e-18,1.95774537886815e-16,NA
"MYR1","RASL11B",-0.325703138578744,0,0.192,9.85455591620105e-18,2.0825182766446e-16,-3.72278278702388
"MYR1","CFH",-0.634471003941449,0.504,0.83,1.03844804708199e-17,2.19214258894778e-16,NA
"MYR1","PLCL1",-0.942811546907251,0.042,0.288,1.04152088262634e-17,2.1962651644285e-16,NA
"MYR1","SEC23B",-0.515167516890827,0.242,0.572,1.07411905599313e-17,2.26257237455224e-16,NA
"MYR1","PPP1R14A",1.41451549607429,0.859,0.568,1.08682861618258e-17,2.28688798196959e-16,NA
"MYR1","CHRNA5",-0.339887292989882,0.023,0.253,1.09221344729678e-17,2.29575540353024e-16,-4.07434734146008
"MYR1","FGF2",0.716378710540605,1,0.996,1.20250492426996e-17,2.52487409741522e-16,NA
"MYR1","HACD3",-0.524921931297415,0.882,0.965,1.22652781489639e-17,2.57256010459176e-16,NA
"MYR1","CNN3",-0.482163626865208,0.969,0.996,1.25957287881679e-17,2.63904740667479e-16,-0.977419627847065
"MYR1","CNN3",-0.482163626865208,0.969,0.996,1.25957287881679e-17,2.63904740667479e-16,-0.977419627847065
"MYR1","MAPRE1",-0.590844330772187,0.746,0.904,1.2786933960735e-17,2.67624932661659e-16,-0.645347996801818
"MYR1","RHOBTB3",0.660575548605133,0.932,0.825,1.2950354160516e-17,2.70756285119275e-16,NA
"MYR1","ADAMTS6",-1.00776981052273,0.662,0.86,1.34122594991788e-17,2.80114825387002e-16,NA
"MYR1","ILF3",-0.549055418107463,0.493,0.803,1.4501645156051e-17,3.02544428888635e-16,NA
"MYR1","MRPL12",-0.605426603280872,0.535,0.865,1.49651895600498e-17,3.11883456389094e-16,NA
"MYR1","LINC01503",0.711807979438366,0.47,0.14,1.51540038648189e-17,3.15483195109302e-16,NA
"MYR1","SRM",-0.451626580938967,0.997,1,1.51950297023547e-17,3.16001831911854e-16,NA
"MYR1","NOX4",1.15681795741609,0.51,0.188,1.53324771064108e-17,3.18522466667184e-16,NA
"MYR1","CARS",0.601613319614307,0.828,0.616,1.57611034918495e-17,3.26756106530084e-16,0.583458910130768
"MYR1","UCP2",-0.590952156856833,0.141,0.45,1.57763065141954e-17,3.26756106530084e-16,-1.9502469648029
"MYR1","TRAM2",0.755388145695508,0.67,0.428,1.57787992903977e-17,3.26756106530084e-16,NA
"MYR1","RCC2",-0.554952634345598,0.301,0.629,1.58689149124885e-17,3.28275622730813e-16,NA
"MYR1","TGFBR2",0.679859992136141,0.696,0.397,1.61657510057951e-17,3.34063796601315e-16,NA
"MYR1","IL4I1",-0.422644386144513,0.017,0.236,1.64739217179963e-17,3.40073767170131e-16,1.40615934793239
"MYR1","HERC2",-0.587312965175251,0.49,0.795,1.66557386701042e-17,3.43003275639721e-16,NA
"MYR1","PARK7",-0.27588690426101,1,1,1.66599626714874e-17,3.43003275639721e-16,NA
"MYR1","KNTC1",-0.434532048683191,0.093,0.38,1.66683046088753e-17,3.43003275639721e-16,NA
"MYR1","GNAI2",0.543783971617807,0.949,0.895,1.69342342155831e-17,3.48110342978827e-16,NA
"MYR1","SLC25A25",-0.547196445869356,0.211,0.537,1.73765929566538e-17,3.56829701018783e-16,0.944015390222829
"MYR1","OST4",0.289214999390039,1,1,1.75006435548088e-17,3.59001172336147e-16,NA
"MYR1","SLC6A6",0.849353164194946,0.715,0.463,1.7831492032428e-17,3.6540584142941e-16,0.585688750442452
"MYR1","LRRCC1",-0.44853737311136,0.124,0.424,1.92339313440465e-17,3.93733431720351e-16,NA
"MYR1","GK",-0.562082098403703,0.166,0.472,1.99316030305342e-17,4.07589850919506e-16,NA
"MYR1","CDKN1A",0.767803820975356,0.941,0.799,2.00445647288075e-17,4.0912297501928e-16,0.813876277877493
"MYR1","VWCE",-0.385765190365307,0.039,0.284,2.00482983526352e-17,4.0912297501928e-16,NA
"MYR1","CSMD2",-0.660365432430762,0.208,0.533,2.13245272150798e-17,4.34714452406372e-16,NA
"MYR1","PPFIBP1",-0.6383420144196,0.735,0.921,2.21970529862563e-17,4.52031574364977e-16,NA
"MYR1","MTURN",-0.590651250600474,0.459,0.777,2.5041072852361e-17,5.09419584758975e-16,NA
"MYR1","EML6",-0.40365273579922,0.051,0.306,2.592797571453e-17,5.26915576930204e-16,NA
"MYR1","EEF1A1",0.305004764846816,1,1,2.79002219284283e-17,5.66409163807874e-16,NA
"MYR1","RFWD3",-0.427651634406602,0.135,0.441,2.92639420972235e-17,5.93480008757653e-16,-1.173309472097
"MYR1","SLC7A1",-0.607447402612624,0.6,0.878,2.98217519741513e-17,6.04167745831696e-16,-1.09200804839261
"MYR1","NFIA",-0.838055559944994,0.515,0.79,3.02433716417359e-17,6.12077153009373e-16,NA
"MYR1","E2F1",-0.382598268536546,0.039,0.284,3.04443516939921e-17,6.15509465021525e-16,-2.01611966536328
"MYR1","JPT2",-0.510026524084984,0.259,0.585,3.08098368289509e-17,6.22257167922303e-16,NA
"MYR1","CD2AP",-0.606936334187963,0.403,0.725,3.15295004006365e-17,6.36136864564695e-16,NA
"MYR1","KLHDC2",0.537453575147212,0.924,0.799,3.32518887374676e-17,6.70198139805218e-16,NA
"MYR1","TMSB10",-0.256911479303986,1,1,3.3418442208818e-17,6.72863521721899e-16,NA
"MYR1","RPS17",-0.418500172647032,0.989,1,3.70724641457077e-17,7.45669840370742e-16,NA
"MYR1","RBFOX2",-0.415869093162166,0.989,1,3.77313721600132e-17,7.58145429743872e-16,NA
"MYR1","SMARCC1",-0.552032810642689,0.738,0.934,3.97852916910748e-17,7.98597088386559e-16,NA
"MYR1","ADAMTS14",-0.429163365289831,0.079,0.354,4.15321731884902e-17,8.32809251942209e-16,NA
"MYR1","RBFA",-0.567437540877611,0.611,0.878,4.24782587873336e-17,8.50910248292543e-16,-0.939564146138026
"MYR1","RBFA",-0.567437540877611,0.611,0.878,4.24782587873336e-17,8.50910248292543e-16,-0.939564146138026
"MYR1","PLA2R1",-0.841058048106518,0.555,0.786,4.28330581800372e-17,8.57141942825215e-16,NA
"MYR1","ADAM15",-0.52085943567719,0.321,0.646,4.39910059054123e-17,8.79416530898104e-16,NA
"MYR1","EXOSC2",-0.408256269351835,0.11,0.402,4.54710812937951e-17,9.07764965623703e-16,-0.852124792177626
"MYR1","TNFRSF11B",-0.635168053324866,0.8,0.956,4.5501655255117e-17,9.07764965623703e-16,NA
"MYR1","SLC38A1",0.638683636671103,0.873,0.655,4.5790434728296e-17,9.12597779935583e-16,NA
"MYR1","CLDN1",-0.342515721146018,0.006,0.201,4.99876105732723e-17,9.95235564418723e-16,NA
"MYR1","CXCL5",-0.332600252280935,0.006,0.201,5.17073530561317e-17,1.02843093385781e-15,NA
"MYR1","EML1",-0.568577809696474,0.366,0.69,5.35526471232921e-17,1.06405366031903e-15,NA
"MYR1","MSANTD3",-0.560365625814681,0.693,0.9,5.3684084221197e-17,1.06558560289665e-15,NA
"MYR1","IER2",-0.619107418777405,0.789,0.934,5.62866421654251e-17,1.11611460010733e-15,NA
"MYR1","SINHCAF",-0.501540556468652,0.186,0.507,5.73091364507603e-17,1.13524189387461e-15,NA
"MYR1","SFMBT1",-0.368671461918063,0.054,0.31,6.25205918539441e-17,1.23722636412482e-15,-2.30358850418443
"MYR1","RPL12",0.249534640315883,1,1,6.34863055827693e-17,1.25507050280614e-15,NA
"MYR1","FAM118A",-0.573843696324392,0.228,0.537,6.36494794117189e-17,1.25702914475651e-15,-1.17180964578726
"MYR1","NUP58",-0.562569413064944,0.442,0.747,6.8184429021013e-17,1.34523625506146e-15,NA
"MYR1","TCEA1",0.527035005306168,0.989,0.956,7.07993085310822e-17,1.39542235135985e-15,NA
"MYR1","APOC1",-0.750007745968185,0.059,0.31,7.14564217360777e-17,1.40695972556849e-15,NA
"MYR1","TWSG1",-0.52378517496628,0.887,0.987,7.30546406266626e-17,1.43698551387109e-15,NA
"MYR1","C9orf116",-0.380577578066507,0.085,0.362,7.7101287113844e-17,1.51506346852665e-15,NA
"MYR1","TMEM263",0.556031544176956,0.961,0.856,8.51078141936407e-17,1.6707200642157e-15,NA
"MYR1","FLNC",-0.870481808446418,0.454,0.747,8.72928257004119e-17,1.71189960481078e-15,NA
"MYR1","UBA2",-0.500844468881835,0.831,0.952,8.78862468850886e-17,1.72181537229118e-15,NA
"MYR1","NUP35",-0.431173036593277,0.172,0.493,8.86537060461971e-17,1.7351175940838e-15,NA
"MYR1","RPL7A",-0.192321808662696,1,1,8.99362887837309e-17,1.75846516384621e-15,NA
"MYR1","RASA2",-0.68993147816942,0.699,0.886,9.25370316765401e-17,1.80751367351457e-15,NA
"MYR1","RIC1",0.592447606967144,0.961,0.921,9.34621150429527e-17,1.82376670458442e-15,NA
"MYR1","ASS1",0.642728360515625,0.772,0.502,9.45993934396227e-17,1.84412396097857e-15,NA
"MYR1","TBCA",-0.306398237032887,1,1,1.07497534553566e-16,2.09347979158886e-15,NA
"MYR1","ADM",0.926753513012447,0.761,0.515,1.12819663953111e-16,2.1949468549449e-15,NA
"MYR1","SORCS2",-0.561900843922543,0.093,0.371,1.20928656764137e-16,2.35037848146828e-15,NA
"MYR1","IQCB1",-0.497034801238079,0.372,0.721,1.21489311471389e-16,2.35893751214397e-15,NA
"MYR1","SMAP2",-0.511269714874266,0.293,0.62,1.30795499584826e-16,2.53520007432001e-15,NA
"MYR1","TTL",-0.542674755944455,0.414,0.747,1.30825683300793e-16,2.53520007432001e-15,-0.896406109874732
"MYR1","PDE7B",-0.866172338170727,0.208,0.52,1.31513386609607e-16,2.54601088331787e-15,NA
"MYR1","MIB1",-0.611212306923297,0.611,0.878,1.33215661169136e-16,2.5764224173451e-15,NA
"MYR1","ACKR3",-0.515114475656942,0.054,0.301,1.39079957393135e-16,2.68718920634164e-15,NA
"MYR1","SNHG7",0.497000371542233,0.994,0.987,1.4395073118948e-16,2.77856081629616e-15,-0.73227897919187
"MYR1","SNHG7",0.497000371542233,0.994,0.987,1.4395073118948e-16,2.77856081629616e-15,-0.73227897919187
"MYR1","SCD",-0.817794592940177,0.389,0.699,1.45254530108197e-16,2.80097009828108e-15,NA
"MYR1","MAGI1",-0.598788300038812,0.848,0.948,1.49216450832759e-16,2.87454206019768e-15,NA
"MYR1","SCARA3",-0.464743980557034,0.127,0.424,1.54963253960285e-16,2.98232028794422e-15,NA
"MYR1","DLEU2",-0.784296617891366,0.555,0.817,1.5562867379098e-16,2.99219011932834e-15,-1.65896308216493
"MYR1","PPP1R14B",-0.354512253285693,1,1,1.6314119279511e-16,3.13355723007336e-15,NA
"MYR1","TMEM70",-0.577738693616674,0.639,0.886,1.6624864424817e-16,3.19011953263294e-15,NA
"MYR1","AC098934.1",-0.341187543657133,0.014,0.218,1.69357168766984e-16,3.24659182472075e-15,NA
"MYR1","LIMA1",0.473727977536824,1,1,1.73183941654648e-16,3.31670925760675e-15,NA
"MYR1","CCDC90B",0.517469200693057,0.961,0.86,1.78501511351327e-16,3.41521281864476e-15,NA
"MYR1","TPT1",0.239753600339722,1,1,1.79354519495142e-16,3.42818857877118e-15,NA
"MYR1","DBP",0.560173651647296,0.349,0.057,1.87078200539013e-16,3.57214547402323e-15,NA
"MYR1","COL5A3",-0.685607844597184,0.482,0.769,1.87250295614496e-16,3.57214547402323e-15,-0.628326014150738
"MYR1","PXK",0.635068388190809,0.718,0.445,2.01683191869846e-16,3.84374059840578e-15,NA
"MYR1","TFDP1",-0.555806353010997,0.434,0.769,2.0382888078704e-16,3.88086231176179e-15,-0.909714512121307
"MYR1","SSBP1",-0.348697671765781,1,1,2.16847520486244e-16,4.12473009142166e-15,NA
"MYR1","WNT5A",0.748935295102463,0.887,0.773,2.41789501920445e-16,4.59470341294752e-15,NA
"MYR1","LAMA4",0.702028239541673,0.879,0.707,2.4468063677152e-16,4.64514227272631e-15,NA
"MYR1","EBNA1BP2",-0.472078187025439,0.879,0.965,2.55801425577139e-16,4.85156843036099e-15,NA
"MYR1","FNDC3A",-0.564668921720793,0.882,0.961,2.70988497924789e-16,5.13464293024448e-15,NA
"MYR1","COL8A1",0.980719951159679,0.868,0.642,2.72834245713956e-16,5.16462586167606e-15,NA
"MYR1","BICD1",-0.610016575467405,0.58,0.838,2.78577394885909e-16,5.26825582556177e-15,NA
"MYR1","SLFNL1",-0.392758094695926,0.107,0.397,2.86693971997056e-16,5.41652744203687e-15,-2.46814883573841
"MYR1","ANKH",-0.789607366468943,0.704,0.886,2.9628650106979e-16,5.59237206205933e-15,-0.649847304533368
"MYR1","ANKH",-0.789607366468943,0.704,0.886,2.9628650106979e-16,5.59237206205933e-15,-0.649847304533368
"MYR1","FLAD1",-0.515515279949251,0.287,0.607,2.9778418923166e-16,5.61523628367508e-15,-0.914819619426156
"MYR1","GTPBP4",-0.526174343656634,0.572,0.873,3.00207385968687e-16,5.65549187918531e-15,NA
"MYR1","JOSD2",0.548559827385782,0.944,0.808,3.22389317200191e-16,6.06754021076098e-15,NA
"MYR1","KLHL42",-0.565241374580979,0.451,0.734,3.23327884943209e-16,6.0793702316599e-15,NA
"MYR1","PSMD14",-0.45430713894687,0.899,0.983,3.2801327751113e-16,6.16155975600649e-15,NA
"MYR1","NPAT",-0.551740154182243,0.217,0.52,3.31641642844938e-16,6.2237552706527e-15,NA
"MYR1","E2F3",-0.497593371951989,0.352,0.69,3.38694785252811e-16,6.35004152351136e-15,NA
"MYR1","SERPINF1",0.91806724382253,0.823,0.59,3.45613904067335e-16,6.47357619165664e-15,NA
"MYR1","NUDC",-0.482876839320772,0.924,0.978,3.531139242759e-16,6.60774539024301e-15,NA
"MYR1","TMEM198B",0.570566062396545,0.47,0.153,3.75800073650839e-16,7.02556267337141e-15,NA
"MYR1","C12orf57",0.360532904079544,1,1,3.84078987972703e-16,7.17349812679303e-15,NA
"MYR1","POLR1C",-0.480159437646881,0.363,0.672,3.87543090127798e-16,7.23131069504876e-15,NA
"MYR1","FBN2",1.04507563977426,0.896,0.786,4.02663809749973e-16,7.50631176141324e-15,NA
"MYR1","TIMP2",0.405034707991534,1,1,4.11656077434433e-16,7.66665463871479e-15,NA
"MYR1","NUP62",-0.466843069547445,0.231,0.559,4.18000204572969e-16,7.77742126364374e-15,-2.92084232623411
"MYR1","CAD",-0.437455443889958,0.183,0.498,4.25946660176214e-16,7.91776298835615e-15,NA
"MYR1","STK38",0.676787475949379,0.693,0.445,4.2875464347959e-16,7.96241222848318e-15,NA
"MYR1","UXS1",-0.530043613370902,0.493,0.808,4.31909464647477e-16,8.01341202573479e-15,NA
"MYR1","HSPA12A",-0.497929302916273,0.183,0.489,4.3729598499787e-16,8.10568200547565e-15,-1.0163018123291
"MYR1","ETFB",-0.393809808806367,0.966,0.996,4.40502507125545e-16,8.15740761778948e-15,NA
"MYR1","UBAP2",-0.6324714262951,0.521,0.782,4.65071461489585e-16,8.59975764658298e-15,-0.661198086548242
"MYR1","FENDRR",-0.48924921839226,0.203,0.52,4.65266578095178e-16,8.59975764658298e-15,NA
"MYR1","MID1",-0.863554807895593,0.423,0.725,4.91315851015121e-16,9.07268846916906e-15,NA
"MYR1","EEF1B2",-0.234619156291132,1,1,5.10444117054252e-16,9.41704570042421e-15,NA
"MYR1","DSCC1",-0.384310296942837,0.076,0.336,5.35213563276695e-16,9.86473044118352e-15,NA
"MYR1","GALNT1",-0.553914777532304,0.693,0.913,5.39967719722972e-16,9.94301122205371e-15,NA
"MYR1","HADH",-0.478911187484756,0.315,0.646,5.43005743112174e-16,9.98957376001205e-15,-1.07662128160291
"MYR1","JDP2",0.538764758588268,0.91,0.742,5.66329207433637e-16,1.04088866794574e-14,NA
"MYR1","DZIP1",-0.565357230436563,0.4,0.712,5.75521369565552e-16,1.05679303169944e-14,NA
"MYR1","SUZ12",-0.6324714262951,0.549,0.795,5.90936280373776e-16,1.08408338581947e-14,NA
"MYR1","RARB",-0.894212515107374,0.479,0.729,6.30535563607227e-16,1.15558592974122e-14,NA
"MYR1","NHSL2",-0.608884605977485,0.324,0.664,6.31090985035361e-16,1.15558592974122e-14,NA
"MYR1","ITGA2",-0.750588525587741,0.245,0.55,6.44289602489158e-16,1.17865330171781e-14,NA
"MYR1","ARRB2",-0.329652154355443,0.054,0.297,6.67012393504879e-16,1.21908481351577e-14,-2.09192248944104
"MYR1","SEPT7",0.359109999931023,1,1,6.67884800002974e-16,1.21954272000543e-14,NA
"MYR1","DHX9",-0.550647203341419,0.668,0.856,6.70733463093158e-16,1.22164119907306e-14,NA
"MYR1","NUP153",-0.533504975494079,0.349,0.664,6.70880064602533e-16,1.22164119907306e-14,NA
"MYR1","COLGALT1",-0.499115567234903,0.332,0.646,6.70902846056647e-16,1.22164119907306e-14,-0.764067660901975
"MYR1","PPAN",-0.488735948833651,0.254,0.559,6.89802848570305e-16,1.25489087785828e-14,NA
"MYR1","FRMD5",-0.607748996883869,0.104,0.376,7.14374376559509e-16,1.29838701563564e-14,NA
"MYR1","CTIF",0.660835990652494,0.783,0.568,7.27098685717582e-16,1.32029003014884e-14,NA
"MYR1","DKK1",1.31121870136889,0.797,0.559,7.68038236716697e-16,1.39333930252092e-14,NA
"MYR1","BAG2",-0.498271155369803,0.904,0.974,7.74812289175424e-16,1.40432937181324e-14,-1.61387519263639
"MYR1","BAG2",-0.498271155369803,0.904,0.974,7.74812289175424e-16,1.40432937181324e-14,-1.61387519263639
"MYR1","UQCRB",0.269757468723305,1,1,7.77487917319566e-16,1.40787770512964e-14,NA
"MYR1","PDCD11",-0.494382511974793,0.31,0.624,8.10606322950704e-16,1.46649452023858e-14,NA
"MYR1","DIMT1",-0.544184893877145,0.668,0.908,8.18870730684116e-16,1.48008054372776e-14,NA
"MYR1","RBBP9",-0.433537977782642,0.172,0.48,8.2869599721701e-16,1.49646014746066e-14,NA
"MYR1","EXOSC9",-0.526034490256627,0.248,0.546,8.35163847295428e-16,1.50675236516197e-14,NA
"MYR1","POLR1E",-0.574524077085821,0.369,0.642,9.03091888981846e-16,1.62780652893593e-14,-1.02108727005283
"MYR1","C9orf3",0.502358646663542,0.997,0.983,9.23034639372252e-16,1.66222518941499e-14,NA
"MYR1","PDGFRA",0.663294181371567,0.631,0.31,9.74239117238912e-16,1.7528259934103e-14,NA
"MYR1","MBOAT2",-0.527713685081971,0.318,0.646,1.00314014141506e-15,1.80316968957752e-14,-1.92774391095849
"MYR1","NAE1",-0.51439018918972,0.682,0.913,1.01673817005065e-15,1.82593885099481e-14,NA
"MYR1","CHCHD2",-0.276213096770873,1,1,1.03008651172855e-15,1.84821835146465e-14,NA
"MYR1","C20orf27",-0.525556222378588,0.527,0.825,1.06308161198725e-15,1.90567582200018e-14,NA
"MYR1","CD99",0.408104097530074,1,1,1.10354474300224e-15,1.97640328356319e-14,NA
"MYR1","SPINT2",0.886282923338169,0.67,0.38,1.12420790669176e-15,2.01157310749381e-14,NA
"MYR1","RB1",-0.55309524597687,0.735,0.926,1.19678055255898e-15,2.13947706620184e-14,NA
"MYR1","THBS2",0.682388617699108,0.961,0.908,1.24993761428076e-15,2.23247054222768e-14,NA
"MYR1","ST3GAL1",-0.581377578552278,0.473,0.782,1.25444496478181e-15,2.23848227518981e-14,-0.596513123184928
"MYR1","VAMP5",0.584224264871824,0.966,0.856,1.29305048766716e-15,2.30527391942188e-14,NA
"MYR1","C15orf61",0.586403654719108,0.859,0.677,1.34731254395254e-15,2.39983163482772e-14,NA
"MYR1","PRDX1",-0.313237144667205,1,1,1.42213898532176e-15,2.53081376053947e-14,NA
"MYR1","SIGMAR1",-0.52590737122805,0.49,0.786,1.43756242472359e-15,2.55594167826423e-14,NA
"MYR1","COL4A3",-0.480468332850051,0.039,0.262,1.4879300326863e-15,2.64309745208434e-14,NA
"MYR1","PRKCA",-0.565501489842614,0.98,0.987,1.56619052661897e-15,2.77959840882575e-14,NA
"MYR1","MFAP2",0.68691596636669,0.62,0.341,1.66596563895457e-15,2.95400109814991e-14,NA
"MYR1","GULP1",0.607214918612449,0.938,0.769,1.67086608329159e-15,2.96001398007511e-14,NA
"MYR1","MRVI1",0.63866347830981,0.662,0.371,1.73006189903808e-15,3.062115875635e-14,NA
"MYR1","ARRDC4",0.90632990158864,0.715,0.524,1.74199529427878e-15,3.08045714302084e-14,NA
"MYR1","NRXN3",-0.975422771752881,0.085,0.341,1.74363409553815e-15,3.08057731960348e-14,NA
"MYR1","ULBP2",-0.537546168874859,0.172,0.459,1.83657914660926e-15,3.24186801477536e-14,-1.48223619916674
"MYR1","NONO",-0.503495072129668,0.806,0.956,1.92213023508507e-15,3.38982878059831e-14,NA
"MYR1","FAM110B",-0.763922279922777,0.386,0.668,1.98973075198574e-15,3.50589485868755e-14,NA
"MYR1","TPM3",-0.4819018206075,0.93,0.983,2.00410471602801e-15,3.52805184793765e-14,NA
"MYR1","TOMM34",-0.463716968560726,0.251,0.563,2.01696222603492e-15,3.54750190267002e-14,NA
"MYR1","TMEM164",-0.421904440355442,0.118,0.397,2.03341981831307e-15,3.57324337427757e-14,-1.11042398969365
"MYR1","ADAMTS12",-0.649646570103233,0.592,0.838,2.03614136604151e-15,3.57482258992302e-14,NA
"MYR1","ETS2",-0.468853703947335,0.254,0.568,2.03999649395052e-15,3.57838740991625e-14,NA
"MYR1","NPM3",-0.537902005637536,0.572,0.852,2.05456597511901e-15,3.60072326524209e-14,NA
"MYR1","ACTN4",0.586338437846783,0.966,0.917,2.10715644458307e-15,3.68959330667131e-14,NA
"MYR1","ACER3",-0.493888848612372,0.349,0.681,2.15679102168974e-15,3.77313369548239e-14,NA
"MYR1","EPAS1",-0.642230392757429,0.656,0.882,2.22058357181434e-15,3.88127133929154e-14,NA
"MYR1","KISS1R",-0.578648726788954,0,0.166,2.28620013096348e-15,3.99240167126667e-14,-2.97797369367
"MYR1","ABHD2",-0.511789943872637,0.273,0.585,2.37952820239056e-15,4.1516839481389e-14,NA
"MYR1","TLN1",0.519194942900343,0.983,0.904,2.43806241062112e-15,4.25003039419474e-14,NA
"MYR1","NEDD1",-0.610611992331361,0.577,0.83,2.49091351481401e-15,4.33830416865165e-14,NA
"MYR1","BRCA1",-0.506940544211241,0.208,0.502,2.56897430171974e-15,4.47028882262874e-14,NA
"MYR1","C1orf21",-0.640900048365681,0.31,0.603,2.69239247068351e-15,4.68089616512183e-14,-1.46767897902007
"MYR1","CHMP2A",0.398956009335979,0.997,0.991,2.84022017254872e-15,4.93189201874248e-14,NA
"MYR1","CNP",-0.498516969626236,0.445,0.738,2.84179184191474e-15,4.93189201874248e-14,NA
"MYR1","FOXO3",-0.782391028260073,0.792,0.908,2.85728033380282e-15,4.95438767694138e-14,NA
"MYR1","AC004816.2",-0.359147761069802,0.082,0.345,3.01782400567905e-15,5.22814015683498e-14,NA
"MYR1","HIST1H1C",0.769940589827573,0.648,0.376,3.04042575732842e-15,5.26264691323633e-14,NA
"MYR1","LINC01578",0.491926004081206,0.992,0.939,3.05152374674862e-15,5.27719860648034e-14,NA
"MYR1","CTSD",0.49987701325852,0.98,0.956,3.09342990662677e-15,5.34495629064825e-14,NA
"MYR1","IFNAR2",-0.472006754101854,0.228,0.533,3.11302291732174e-15,5.37407503799267e-14,NA
"MYR1","MVD",-1.33270291826265,0.332,0.568,3.16438637344338e-15,5.45794029635868e-14,NA
"MYR1","ATRAID",0.402791430036486,1,0.996,3.17335044597391e-15,5.46859188014011e-14,NA
"MYR1","IAH1",0.445207937526775,0.989,0.943,3.18692357546321e-15,5.48716051259078e-14,NA
"MYR1","EID1",-0.36750190506349,1,1,3.21865654726132e-15,5.53693627617032e-14,NA
"MYR1","HNRNPK",-0.418181810572222,0.994,1,3.51583769189279e-15,6.04286529147322e-14,NA
"MYR1","PRAG1",0.795564996066662,0.78,0.572,3.62045455324382e-15,6.21722716669567e-14,NA
"MYR1","RUNX1T1",0.657442444266284,0.792,0.528,3.62549471380659e-15,6.22043541841303e-14,NA
"MYR1","FAR1",-0.541471005319017,0.51,0.782,3.77096833479771e-15,6.464375875325e-14,NA
"MYR1","ABLIM1",-0.595654243849837,0.389,0.716,3.81581473302465e-15,6.53554084972458e-14,NA
"MYR1","ELOC",-0.351802172359292,0.997,0.996,4.04896389496823e-15,6.92881596371919e-14,NA
"MYR1","ACAT2",-1.60701402332487,0.535,0.747,4.09975058655371e-15,7.0096084353012e-14,NA
"MYR1","ARHGEF28",-0.720442348213092,0.451,0.734,4.11645612385842e-15,7.03204016071319e-14,NA
"MYR1","TMEM179B",0.489307745161818,0.952,0.913,4.19447074001713e-15,7.15907447193002e-14,NA
"MYR1","NIP7",-0.504760258106556,0.445,0.755,4.24140251278941e-15,7.23288214594027e-14,NA
"MYR1","CDC42EP4",-0.514325470966295,0.296,0.603,4.28001057580397e-15,7.2923794441435e-14,0.986297719654212
"MYR1","TTC39C",0.480603300909531,1,0.965,4.37048116145457e-15,7.44006128969493e-14,NA
"MYR1","PRPF38B",-0.48890662138098,0.49,0.79,5.23841271351815e-15,8.90984490241149e-14,NA
"MYR1","DCTN3",0.422487861026692,0.989,0.921,5.27145210737038e-15,8.95827099459624e-14,NA
"MYR1","TGIF2",-0.351570599667793,0.087,0.345,5.28352959944686e-15,8.97102155625562e-14,-3
"MYR1","MBD3",-0.504921376574589,0.33,0.646,5.37665113309701e-15,9.12123748885514e-14,-0.589867962913793
"MYR1","MBD3",-0.504921376574589,0.33,0.646,5.37665113309701e-15,9.12123748885514e-14,-0.589867962913793
"MYR1","BCL9L",0.512959013226463,0.434,0.135,5.46103378528615e-15,9.25638146614059e-14,1.17842647000833
"MYR1","SPATS2",-0.561504904940957,0.614,0.843,5.55638733766913e-15,9.40987150941532e-14,-0.968291140272662
"MYR1","LINC01605",-0.462546424852788,0.056,0.288,5.73010966561014e-15,9.69570152306131e-14,NA
"MYR1","COX5A",-0.366364186411683,1,0.996,5.74850816380925e-15,9.71844772417786e-14,NA
"MYR1","COX7B",-0.302800356011653,1,1,5.91037676873051e-15,9.98349688299518e-14,NA
"MYR1","HSDL2",-0.505714284009162,0.701,0.913,5.94764436309816e-15,1.0037801515036e-13,NA
"MYR1","NFIB",-0.393161214525103,0.056,0.293,5.98362854011965e-15,1.00898486070754e-13,-2.13750352374994
"MYR1","CREBRF",0.563487077354684,0.549,0.249,6.01223299509673e-15,1.01293729610689e-13,NA
"MYR1","PSMA7",-0.283192843262783,1,1,6.06095585736899e-15,1.02026957355247e-13,NA
"MYR1","UTP14A",-0.485430315526127,0.335,0.646,6.21738399052497e-15,1.0457042661937e-13,NA
"MYR1","S100A11",0.223649518281369,1,1,6.26114388860895e-15,1.05216189202665e-13,NA
