"target","gene","avg_log2FC","pct.1","pct.2","p_val","p_val_bh","Naor_2018_significant_genes_avg_log2FC"
"MYR1","TULP3",-0.101733434034335,0.577,0.699,0.0193205555442621,0.0539813954663803,NA
"MYR1","TRIM8",0.156994510599096,0.386,0.301,0.0193605997021395,0.0540791673355201,NA
"MYR1","SLC6A8",-0.0912813276028499,0.161,0.24,0.0193610643956293,0.0540791673355201,NA
"MYR1","AL359762.3",-0.11104458242428,0.169,0.249,0.0193962176872497,0.054169641849139,NA
"MYR1","TAOK2",-0.0867302353716629,0.073,0.131,0.0194179660788827,0.0542226588029288,NA
"MYR1","OSTM1",-0.131277283266542,0.392,0.489,0.0194294587032791,0.0542470265703312,NA
"MYR1","KLHL18",-0.107755468010801,0.262,0.354,0.0194476527105887,0.0542900949903709,NA
"MYR1","AC006001.3",-0.0893898067046489,0.527,0.659,0.019452580122742,0.0542961213759029,NA
"MYR1","GAPDHP65",-0.096038819501603,0.07,0.127,0.0194692962666954,0.0543350461201313,NA
"MYR1","ROMO1",0.101844589457156,0.997,1,0.0194788773161123,0.0543540499496698,NA
"MYR1","TALDO1",-0.117277770252908,1,1,0.0194926723420438,0.0543848054203758,NA
"MYR1","AC007036.3",-0.0704093276840231,0.056,0.109,0.0195499165387103,0.0545367586402059,NA
"MYR1","TDP2",-0.0984328607366167,0.321,0.419,0.0196278997155233,0.0547465141972872,NA
"MYR1","ZNF18",-0.114296016785147,0.124,0.192,0.0196420231563208,0.0547781166266508,-0.856090588601286
"MYR1","ZNF18",-0.114296016785147,0.124,0.192,0.0196420231563208,0.0547781166266508,-0.856090588601286
"MYR1","NCKIPSD",-0.114203769907601,0.099,0.162,0.0196600792622515,0.0548171996957789,-1.05560576144254
"MYR1","NCKIPSD",-0.114203769907601,0.099,0.162,0.0196600792622515,0.0548171996957789,-1.05560576144254
"MYR1","TTC39C-AS1",-0.090189833662446,0.073,0.131,0.0196616277935908,0.0548171996957789,NA
"MYR1","HCLS1",-0.0817246409118573,0.054,0.105,0.0197045210227372,0.0549289782198863,NA
"MYR1","ZNF253",-0.121953618162028,0.127,0.197,0.0197388221231146,0.0550139783777573,NA
"MYR1","ZNF142",-0.0999106235337637,0.101,0.166,0.0197412761575736,0.0550139783777573,NA
"MYR1","ZFP36L1",0.191630570599657,0.885,0.865,0.0197434286789381,0.0550139783777573,NA
"MYR1","URI1",-0.145177837974746,0.915,0.939,0.0197535160822121,0.055034266783387,NA
"MYR1","MTRR",-0.11331098396969,0.228,0.314,0.0197658611631309,0.0550608385326931,NA
"MYR1","DDX20",-0.0902133765281825,0.245,0.341,0.0197708680169345,0.0550669638801452,NA
"MYR1","MIF4GD",0.17555032962734,0.366,0.288,0.0198045107704747,0.0551528345242515,NA
"MYR1","SMAD2",-0.161415435118654,0.727,0.799,0.0198690759358146,0.0553247832141501,NA
"MYR1","NAGLU",0.166746446324165,0.727,0.707,0.0198889846074102,0.0553682718844072,NA
"MYR1","ECHDC1",-0.137706734545523,0.876,0.93,0.0198903409018229,0.0553682718844072,NA
"MYR1","GPR176",0.206637384127648,0.777,0.721,0.0199895209335769,0.0556364596974705,NA
"MYR1","TRIM52-AS1",-0.124050480446938,0.248,0.332,0.0200038839358112,0.055668535244103,NA
"MYR1","DDX5",-0.0929606267399894,1,1,0.0200111404915598,0.0556808280618585,NA
"MYR1","SOS1",0.200514822071784,0.687,0.672,0.0200238297031175,0.0557040098849321,NA
"MYR1","STK25",0.182271918506596,0.673,0.633,0.0200251527045419,0.0557040098849321,NA
"MYR1","SSBP4",-0.174813249849022,0.668,0.755,0.0200327422120115,0.0557172184824504,NA
"MYR1","KLHL24",0.19731267700182,0.358,0.279,0.0200517886898732,0.0557622841742915,NA
"MYR1","NFIC",-0.108834887301121,0.89,0.939,0.0200642576278943,0.0557890481129499,NA
"MYR1","ZNF138",-0.100250387645918,0.254,0.349,0.0200710601100972,0.0558000510092312,NA
"MYR1","ATG4B",-0.108204857261498,0.335,0.437,0.0200797886641775,0.0558164047474395,NA
"MYR1","AC079807.1",0.0608672354708474,0.07,0.026,0.0200965714322669,0.0558314013823752,NA
"MYR1","AL162231.2",0.0608672354708474,0.07,0.026,0.0200965714322669,0.0558314013823752,NA
"MYR1","ZNF365",0.0608672354708474,0.07,0.026,0.0200965714322669,0.0558314013823752,NA
"MYR1","LIPT2",0.0608672354708474,0.07,0.026,0.0200965714322669,0.0558314013823752,NA
"MYR1","TSPAN3",0.212030642897867,0.794,0.803,0.0200994863881149,0.0558315903055696,NA
"MYR1","AC091887.1",-0.105968656121943,0.115,0.183,0.0201237488298848,0.0558910690132942,NA
"MYR1","UBL7-AS1",-0.0951619011653602,0.13,0.201,0.0201325828747344,0.0559076865981897,NA
"MYR1","LINC00899",0.0790234803549876,0.101,0.048,0.0201385911237131,0.0559164534230691,NA
"MYR1","PDCD10",0.154579399307415,0.887,0.9,0.0203193026705627,0.0564102271620051,NA
"MYR1","TMCC1",0.189849346159454,0.713,0.655,0.0203660262183001,0.05653193774481,NA
"MYR1","ZNF880",-0.108718826690947,0.262,0.354,0.0203715980659486,0.0565394013121028,NA
"MYR1","EEF1B2P6",-0.11864210243304,0.4,0.502,0.0204281959032287,0.0566884604299162,NA
"MYR1","ORAI3",0.158480584751434,0.276,0.201,0.0204392084806313,0.0567109956867091,NA
"MYR1","AMPH",-0.161037871204359,0.268,0.349,0.020465875810473,0.0567769543809855,-0.755314904045098
"MYR1","RAB8A",-0.145746238418459,0.561,0.677,0.0205024621833598,0.0568704081864029,NA
"MYR1","SMAGP",0.143232609354612,0.386,0.293,0.0205261837843531,0.0569281558753993,NA
"MYR1","ARHGAP12",0.164884839736384,0.549,0.489,0.0205717856852366,0.0570450033069441,NA
"MYR1","WDR61",-0.123035982196273,0.735,0.865,0.0205741322925917,0.0570450033069441,NA
"MYR1","NRM",-0.101548765286833,0.101,0.166,0.0205965619602535,0.0570991202435018,NA
"MYR1","RPL17P34",-0.0841275168100981,0.09,0.153,0.0206113829507303,0.0571304767998349,NA
"MYR1","MED17",-0.118918186375188,0.132,0.201,0.0206136991400557,0.0571304767998349,NA
"MYR1","MEF2A",-0.173184416993953,0.859,0.895,0.0206220976124729,0.0571456770210833,NA
"MYR1","TSTD3",0.121618345662315,0.234,0.157,0.0206535015253983,0.0572246140738326,NA
"MYR1","MT-TH",-0.0685705411017741,0.054,0.105,0.0206578290343038,0.0572257778639804,NA
"MYR1","RPF1",-0.112891447236711,0.561,0.668,0.0206597576501444,0.0572257778639804,NA
"MYR1","MGMT",-0.13255623052168,0.907,0.93,0.0206836847875152,0.0572839630515409,NA
"MYR1","SLC16A2",-0.158694958863784,0.349,0.432,0.0207054752381442,0.0573310947613076,NA
"MYR1","RPL34-AS1",-0.0568953935640217,0.054,0.105,0.0207086526229156,0.0573310947613076,NA
"MYR1","MAP3K5",-0.111793751941807,0.104,0.17,0.0207094730145889,0.0573310947613076,NA
"MYR1","DNAJC2",-0.112693094334082,0.575,0.694,0.0207475511793653,0.0574284017189178,NA
"MYR1","SCRIB",-0.102344791654045,0.152,0.227,0.0207996769549662,0.0575645589562296,-0.768100018273417
"MYR1","SCRIB",-0.102344791654045,0.152,0.227,0.0207996769549662,0.0575645589562296,-0.768100018273417
"MYR1","GCC1",-0.0767290644889377,0.093,0.157,0.0208208697262513,0.0576150805984921,NA
"MYR1","MSH3",-0.115714006203467,0.504,0.616,0.0208276027403085,0.057624065778929,NA
"MYR1","SNAPC2",0.184562440279468,0.549,0.493,0.0208299934886965,0.057624065778929,NA
"MYR1","LINC02298",0.116936146553224,0.172,0.105,0.020835763984817,0.0576318995072279,NA
"MYR1","ATP5F1B",-0.101117201256723,1,0.996,0.0208438440763132,0.057638994756373,NA
"MYR1","TSC22D4",-0.0773177347899978,0.276,0.376,0.0208442073740349,0.057638994756373,0.843030653661601
"MYR1","ARL6IP1",0.24167540969389,0.538,0.45,0.0208651543972624,0.0576834728875315,NA
"MYR1","AC090833.1",0.0579312807282565,0.056,0.017,0.0208661749357069,0.0576834728875315,NA
"MYR1","SCN1B",-0.18266850885558,0.208,0.284,0.0208872646892693,0.0577336360565553,NA
"MYR1","PRDM1",0.220687185375628,0.349,0.262,0.020892145213006,0.0577389881302509,2.07759640502016
"MYR1","PRDM1",0.220687185375628,0.349,0.262,0.020892145213006,0.0577389881302509,2.07759640502016
"MYR1","U2AF1",-0.0774104112878064,0.073,0.131,0.0208973444500205,0.0577452193897916,NA
"MYR1","ARHGEF38",0.054741132674006,0.07,0.026,0.0209845028741417,0.0579778931903062,NA
"MYR1","TFB1M",-0.150154974115242,0.4,0.485,0.020988522782772,0.0579808311442375,NA
"MYR1","RAB5A",0.167897065446397,0.597,0.524,0.0210044121997769,0.0580096376278965,NA
"MYR1","CLVS1",-0.0829485948292362,0.07,0.127,0.021004866493075,0.0580096376278965,NA
"MYR1","KIAA0586",-0.116404006785012,0.38,0.489,0.0210423951678641,0.0581050987942808,NA
"MYR1","PRKD1",0.141288963312931,0.811,0.786,0.0210588366013417,0.058133603645642,NA
"MYR1","NDUFA7",-0.093071502954388,0.411,0.524,0.021059401790788,0.058133603645642,NA
"MYR1","SDHD",0.139406617272807,0.938,0.926,0.0210630860732796,0.058133603645642,NA
"MYR1","SPRED1",-0.176833285816499,0.707,0.799,0.0210645753661686,0.058133603645642,NA
"MYR1","UPF2",-0.142111311466536,0.803,0.869,0.0211650571232865,0.0584026924503688,NA
"MYR1","PSMD5",-0.136094299564318,0.361,0.459,0.021177571864476,0.0584290041972762,NA
"MYR1","E4F1",-0.122797052878181,0.18,0.258,0.0211972810889823,0.0584751553574389,NA
"MYR1","SENP6",0.179031466226165,0.828,0.834,0.0212063281778653,0.0584873727340135,NA
"MYR1","RIC8A",-0.101240909511734,0.501,0.633,0.0212076746474718,0.0584873727340135,NA
"MYR1","IRF1",0.148834424172901,0.608,0.511,0.0212107920386769,0.0584877450324091,0.889629673013153
"MYR1","IRF1",0.148834424172901,0.608,0.511,0.0212107920386769,0.0584877450324091,0.889629673013153
"MYR1","AC091729.3",0.111267396466532,0.177,0.109,0.0212701263302446,0.0586431108480849,NA
"MYR1","CSGALNACT2",0.200123564241102,0.597,0.537,0.0213139309336075,0.0587556226509667,NA
"MYR1","C1orf198",0.208235123992474,0.685,0.681,0.0213457362747869,0.0588350293864857,NA
"MYR1","AL592114.1",-0.0841275168100981,0.09,0.153,0.0213570678410371,0.0588579900829929,NA
"MYR1","ZNF235",0.130399609111554,0.304,0.218,0.0214004658163506,0.0589693037971689,NA
"MYR1","OXA1L",0.165220398411784,0.408,0.323,0.0214119666277001,0.0589927054700516,NA
"MYR1","GABPB1-IT1",-0.107516234938221,0.355,0.459,0.0214483811673571,0.0590847314332126,NA
"MYR1","FAT4",0.2130572246691,0.38,0.301,0.021487682930801,0.0591846839825757,NA
"MYR1","ATP5PD",0.0895136405761736,1,1,0.0215127258852967,0.0592453401680315,NA
"MYR1","SNAPC5",-0.119089087243964,0.701,0.83,0.0215289454523065,0.0592816834126908,NA
"MYR1","POLR2J3.1",-0.0951192795427671,0.456,0.568,0.0215355665494139,0.0592915900042897,NA
"MYR1","SIN3B",-0.120066090148052,0.285,0.376,0.0215402093003135,0.0592960478085976,NA
"MYR1","PLAC8",0.0698480250642144,0.076,0.031,0.0215680467606343,0.0593643459681121,NA
"MYR1","AC004253.1",-0.0718508859459059,0.073,0.131,0.0216057053082415,0.0594517032909385,NA
"MYR1","PRPF6",0.156891004089458,0.637,0.59,0.0216058482155178,0.0594517032909385,NA
"MYR1","AP4E1",0.171263180083807,0.456,0.376,0.0216128540564634,0.0594626376124164,NA
"MYR1","FUCA2",-0.115781657541149,0.69,0.812,0.0216860499935988,0.0596556496597653,NA
"MYR1","ZNF333",-0.127126093637312,0.172,0.249,0.0216928916767512,0.0596661007956196,NA
"MYR1","PRH1",-0.10652014100458,0.296,0.397,0.0217222457383907,0.0597384604088598,NA
"MYR1","ITPR3",-0.0958719471353432,0.113,0.179,0.0217358331645158,0.0597674459042791,NA
"MYR1","PIGBOS1",0.192924051322717,0.552,0.489,0.0217417665795928,0.0597753798391133,NA
"MYR1","ZNF436",0.0842496625969336,0.118,0.061,0.0217609086585739,0.0598196214891075,NA
"MYR1","TMEM170B",-0.0667195295397791,0.051,0.1,0.0217864296698509,0.0598807268046344,NA
"MYR1","YPEL1",-0.0864279148662469,0.073,0.131,0.0217892441220678,0.0598807268046344,NA
"MYR1","AC138207.8",0.102184007183904,0.146,0.083,0.0217959770550324,0.0598908373302845,NA
"MYR1","PDZRN3",-0.155741604610015,0.749,0.83,0.0218041404026723,0.059904874956123,NA
"MYR1","AC087190.1",0.0660861062680153,0.076,0.031,0.0218096762642369,0.0599052742884428,NA
"MYR1","ANO6",0.206921980795304,0.758,0.79,0.0218103951057815,0.0599052742884428,NA
"MYR1","CERK",0.16067700326423,0.276,0.201,0.0219325556353485,0.0602323692150707,NA
"MYR1","FXR1",0.120992766188306,0.949,0.948,0.021987479772305,0.0603747501840763,NA
"MYR1","TFG",0.133682635398653,0.992,0.961,0.0220056383880361,0.0604161520968468,NA
"MYR1","TMEM251",-0.129754057553264,0.406,0.502,0.0220154537142335,0.060434639248297,NA
"MYR1","CEP112",0.229267132921043,0.614,0.581,0.0220392505724133,0.0604840200468754,NA
"MYR1","GATA2-AS1",0.166148685784895,0.285,0.205,0.022039610792666,0.0604840200468754,NA
"MYR1","DDX3P1",0.174883495762504,0.259,0.183,0.0220434720994803,0.0604861524196038,NA
"MYR1","ZNF519",-0.0902585730332812,0.115,0.183,0.0220612807419876,0.0605265496126356,NA
"MYR1","C9orf135",-0.0401293952083466,0.056,0.109,0.0220798472822145,0.0605690145546941,NA
"MYR1","MBNL2",-0.125148301295192,0.915,0.939,0.0221247025770338,0.0606835723410083,NA
"MYR1","ING2",-0.145785885907696,0.569,0.677,0.0221402255012569,0.0607176565942035,-1.73696559416621
"MYR1","ING2",-0.145785885907696,0.569,0.677,0.0221402255012569,0.0607176565942035,-1.73696559416621
"MYR1","LINC01315",-0.0738430733874068,0.07,0.127,0.0221888962172272,0.060841274920674,NA
"MYR1","LSP1P5",0.193061330211501,0.451,0.38,0.0221915067822947,0.060841274920674,NA
"MYR1","LMBRD1",0.177974765513655,0.425,0.349,0.022210485156345,0.0608847951357398,NA
"MYR1","GPR155",0.0866277470775919,0.18,0.109,0.0222597738871092,0.061011380251586,NA
"MYR1","TRAK2",0.193397821930027,0.513,0.45,0.0222785122819968,0.0610542068700726,NA
"MYR1","DLG5",-0.0782354412062073,0.315,0.415,0.0222916761481351,0.0610817466733376,NA
"MYR1","PCNT",-0.121898950950681,0.256,0.341,0.0222996283348756,0.0610950001781567,-0.959166282491423
"MYR1","PCNT",-0.121898950950681,0.256,0.341,0.0222996283348756,0.0610950001781567,-0.959166282491423
"MYR1","CD164",-0.112622434603891,0.966,1,0.0223057269371546,0.0611031723654894,NA
"MYR1","ANKRD28",-0.187591915487331,0.834,0.873,0.0223363842670004,0.0611786078016962,NA
"MYR1","KAT2B",0.0832255511174544,0.13,0.07,0.0223408837508352,0.0611821919951743,NA
"MYR1","LPCAT3",-0.112581189556637,0.256,0.345,0.0223439324394186,0.0611821919951743,NA
"MYR1","CMTM8",0.0321505236037062,0.023,0,0.0223596740417783,0.061216748238631,NA
"MYR1","TAPT1",-0.0898749563794678,0.228,0.319,0.0223641776607714,0.0612205315613328,NA
"MYR1","TNPO3",-0.139524017155064,0.425,0.533,0.0224195046060295,0.0613634200738095,NA
"MYR1","ASL",0.171425175990093,0.507,0.45,0.0225051043425664,0.0615891154426556,NA
"MYR1","AC091551.1",-0.0867302353716629,0.068,0.122,0.0225187773065513,0.0616179352251679,NA
"MYR1","AC018752.1",-0.0628568899073802,0.051,0.1,0.0225559538729113,0.0617024426561116,NA
"MYR1","RPL15P3",-0.0628568899073802,0.051,0.1,0.0225559538729113,0.0617024426561116,NA
"MYR1","ZNF354C",-0.0987551658893685,0.124,0.192,0.0225758359300491,0.061748217353444,NA
"MYR1","PRKAR1A",0.139831036944927,0.803,0.79,0.0226002953289273,0.0618064972382643,NA
"MYR1","LINC01137",0.106637845889422,0.239,0.162,0.0226196597492956,0.0618508292447625,0.825970600224951
"MYR1","LINC01137",0.106637845889422,0.239,0.162,0.0226196597492956,0.0618508292447625,0.825970600224951
"MYR1","VTI1A",-0.169582408754273,0.715,0.803,0.0226399412533505,0.0618976561995617,NA
"MYR1","SHLD2P3",-0.0905776474658303,0.113,0.179,0.0226987961679176,0.0620499152005899,NA
"MYR1","PAFAH1B1",0.163228953100526,0.913,0.886,0.0227450949952031,0.0621678129548332,NA
"MYR1","DGCR6L",0.170613058384275,0.662,0.611,0.0227601800224234,0.0622003749191396,NA
"MYR1","AL031428.1",-0.133238799599828,0.203,0.279,0.0227754246205449,0.0622333638335663,NA
"MYR1","NSUN5P1",-0.0866473194809023,0.127,0.197,0.022798420609736,0.0622875211169591,NA
"MYR1","NDUFB4P12",-0.0844085083854737,0.085,0.144,0.0228363906950098,0.0623825683131129,NA
"MYR1","USP9X",-0.127761881549364,0.577,0.707,0.0228732716439457,0.0624746142352951,NA
"MYR1","ROCK1",-0.16946730469925,0.873,0.926,0.0228828506659463,0.0624920741414667,NA
"MYR1","ADGRL2",-0.10572353951924,0.135,0.205,0.0229065435461407,0.0625480681541863,NA
"MYR1","AC092718.4",-0.0648561691378412,0.048,0.096,0.0229269634298725,0.0625951106533802,NA
"MYR1","NBEAL1",0.148924268699823,0.873,0.86,0.0229819976461412,0.0627366308238413,NA
"MYR1","PIEZO2",-0.15705177248024,0.113,0.179,0.0229930771197372,0.0627581399297378,NA
"MYR1","POLR3H",-0.103050489058029,0.442,0.555,0.0230123898704736,0.0628021121277287,NA
"MYR1","CHPF2",0.140118077601827,0.31,0.231,0.0230231014037651,0.0628226021468258,NA
"MYR1","CTNNBL1",-0.129269897396883,0.577,0.677,0.0230632083119491,0.0629232857826424,NA
"MYR1","GOLGA5",0.193590509755964,0.575,0.52,0.0230769786181791,0.0629447698797885,NA
"MYR1","SGSH",0.0786681805032005,0.141,0.079,0.0230775021893671,0.0629447698797885,NA
"MYR1","KPTN",-0.106957390654687,0.158,0.231,0.0230981425820385,0.0629923062406283,NA
"MYR1","C12orf76",0.164541551541045,0.403,0.328,0.0231138568418736,0.0630263969029455,NA
"MYR1","LIMK1",0.149247568775654,0.324,0.245,0.0231393247972166,0.0630870705683601,NA
"MYR1","PKN2",0.157284770010215,0.758,0.694,0.0231783216430087,0.0631846074146572,NA
"MYR1","TCF20",-0.11221461496176,0.392,0.493,0.0231917757038537,0.0632091698832186,-0.798193350634336
"MYR1","FLNB",-0.0675188863054386,0.462,0.59,0.0231937783121535,0.0632091698832186,NA
"MYR1","RAD51D",-0.0907209923952429,0.197,0.284,0.0232140685411589,0.0632556757205319,NA
"MYR1","SP2",-0.0896344012466207,0.13,0.201,0.023233582934975,0.0633000548677125,NA
"MYR1","GPS2",-0.10572353951924,0.332,0.428,0.0232755581032125,0.0634056077180302,NA
"MYR1","SLC35B1",-0.126852356940167,0.687,0.799,0.0233113988066721,0.0634944224996732,NA
"MYR1","TMEM187",0.14181579407684,0.318,0.236,0.0233445347649401,0.063575846587313,NA
"MYR1","ARFIP2",0.147698666436273,0.535,0.445,0.0233526844859759,0.063588866316806,NA
"MYR1","AC106791.1",-0.0925686481925956,0.099,0.162,0.0233558005241932,0.063588866316806,NA
"MYR1","TOLLIP",-0.084555912329264,0.327,0.437,0.0233965843642116,0.0636910627382778,NA
"MYR1","SETD3",-0.129170700147114,0.451,0.555,0.0234008257242578,0.0636937672836115,NA
"MYR1","AL035681.1",0.0674999603889039,0.082,0.035,0.0234129426026455,0.0637179041604887,NA
"MYR1","ZNF25",-0.134220558767275,0.239,0.319,0.0234413693492016,0.0637864151945599,NA
"MYR1","RASSF1",-0.0903947384271204,0.535,0.651,0.0234486307667766,0.0637973221375216,-0.685212763708386
"MYR1","RASSF1",-0.0903947384271204,0.535,0.651,0.0234486307667766,0.0637973221375216,-0.685212763708386
"MYR1","ATP9B",-0.0750810036049261,0.428,0.541,0.0234887392656077,0.0638975815977018,NA
"MYR1","AC012085.2",-0.0957180186165642,0.138,0.21,0.0235282645821173,0.0639962270069214,NA
"MYR1","BX890604.2",-0.114864193375709,0.141,0.21,0.0235586214154711,0.064069910494911,NA
"MYR1","SVIL",-0.234187161754527,0.521,0.603,0.02356912824362,0.0640847720519962,NA
"MYR1","AC018462.1",-0.0958719471353432,0.11,0.175,0.0235706216312808,0.0640847720519962,NA
"MYR1","FBXO44",0.101095591409241,0.177,0.109,0.0235847551048871,0.0641143100030414,NA
"MYR1","ZNF528-AS1",0.19446386473202,0.442,0.371,0.0236250167443469,0.0642148584024098,NA
"MYR1","ZNF891",-0.0789333783193227,0.085,0.144,0.0236753178341764,0.0643337478240312,NA
"MYR1","SNHG20",-0.0789333783193227,0.085,0.144,0.0236753178341764,0.0643337478240312,NA
"MYR1","ZFP37",-0.0720419373178871,0.068,0.122,0.0236882061531523,0.0643598518799488,NA
"MYR1","CSRNP1",-0.0952968245282099,0.082,0.14,0.0237426151972592,0.0644987431269496,0.684683142039528
"MYR1","ZFYVE16",-0.137465622312842,0.642,0.76,0.0237592037998142,0.0645348678279994,NA
"MYR1","TEKT4P2",-0.101956709596321,0.085,0.144,0.0238274999998467,0.064711411507685,NA
"MYR1","CCDC122",-0.149362182018258,0.456,0.559,0.0238760132171428,0.0648341865413165,NA
"MYR1","MAK",-0.105059948136103,0.335,0.437,0.0238919503976754,0.0648624958918955,NA
"MYR1","CCDC159",0.0941522236496468,0.166,0.1,0.0238930534048775,0.0648624958918955,NA
"MYR1","NDUFB9",-0.124730286947768,0.901,0.961,0.0239232427834229,0.0649354621765684,NA
"MYR1","COASY",-0.112518916806568,0.332,0.428,0.0239646356873701,0.0650388140693349,0.675870996919367
"MYR1","COASY",-0.112518916806568,0.332,0.428,0.0239646356873701,0.0650388140693349,0.675870996919367
"MYR1","SEMA4C",-0.0912303030032622,0.096,0.157,0.0239710726669924,0.0650472818697091,NA
"MYR1","NIPBL-DT",-0.0821425606753019,0.099,0.162,0.0240459787899596,0.0652336226410802,NA
"MYR1","RPL26P19",-0.122098241994628,0.6,0.707,0.0240463952920488,0.0652336226410802,NA
"MYR1","LINC00535",-0.0629803343363845,0.045,0.092,0.0240680451829066,0.0652742959593392,NA
"MYR1","AC025287.1",-0.0629803343363845,0.045,0.092,0.0240680451829066,0.0652742959593392,NA
"MYR1","FZR1",-0.0999763454680797,0.135,0.205,0.0241294345037002,0.0654263833545643,NA
"MYR1","MOV10L1",0.164916651003457,0.425,0.336,0.0241307955129042,0.0654263833545643,NA
"MYR1","NYNRIN",0.0487063896853588,0.048,0.013,0.0241897342582006,0.0655771189573641,NA
"MYR1","TBX2",-0.106663712273848,0.2,0.279,0.0242066976374752,0.0656140355727057,NA
"MYR1","ST7L",-0.126679139007552,0.445,0.546,0.0242153217779751,0.0656283409878207,NA
"MYR1","SPATA2L",-0.0765087972964966,0.101,0.166,0.0243657365757141,0.0660268702482147,NA
"MYR1","UBE2Q2P1",0.152789724911887,0.273,0.197,0.0244294205348067,0.0661902965056775,NA
"MYR1","MTOR",-0.115509025691752,0.338,0.437,0.0244829791214507,0.0663262472096657,NA
"MYR1","KIF6",0.0614254459792196,0.082,0.035,0.0244967861735255,0.0663544853106365,NA
"MYR1","KTN1",-0.153044757289171,1,1,0.0245209015684975,0.0664106339814674,NA
"MYR1","PFKL",-0.120335238911175,0.541,0.638,0.0245367332526193,0.0664443352412478,NA
"MYR1","TCF4-AS2",-0.0668742504408756,0.042,0.087,0.0246116499513759,0.0666380045832436,NA
"MYR1","AC040169.1",-0.0752006594429925,0.085,0.144,0.0246578258606863,0.0667538132183764,NA
"MYR1","CDC25B",-0.0849836309926071,0.206,0.288,0.024661532561381,0.0667546328586945,1.15478413490803
"MYR1","ETV3",-0.158354694262235,0.189,0.262,0.0246867396797138,0.0668136422659214,NA
"MYR1","SPATA20",0.133331006317998,0.406,0.319,0.0247030242287163,0.0668484901544578,NA
"MYR1","DAP3",-0.112771565644457,0.685,0.86,0.0247417837310243,0.0669441391762027,NA
"MYR1","ZNF302",0.195534005072383,0.614,0.572,0.024790072178211,0.0670655408314107,NA
"MYR1","UBXN2A",-0.154498264021491,0.546,0.633,0.0248078803701123,0.0671044609570031,NA
"MYR1","PLEKHM1",0.101055083904335,0.161,0.096,0.0248232461997435,0.0671343882901165,1.05062607306997
"MYR1","COPG2",-0.081975329251346,0.31,0.41,0.0248257908255532,0.0671343882901165,NA
"MYR1","GPSM1",-0.111087721348449,0.239,0.323,0.0248802728727389,0.0672724433072222,NA
"MYR1","SCFD2",-0.0855622713456519,0.561,0.686,0.024884813235417,0.0672754442183296,NA
"MYR1","GAB1",0.176060725563352,0.448,0.367,0.0249129944000661,0.0673423477849341,NA
"MYR1","EEPD1",-0.124248368857654,0.155,0.227,0.0249339549364475,0.0673897175108424,NA
"MYR1","MARK3",0.154336118358418,0.715,0.646,0.024957676046236,0.0674372925605432,NA
"MYR1","ATP5MC2",0.0766405938604429,1,1,0.0249584350315855,0.0674372925605432,NA
"MYR1","GZF1",-0.0999763454680797,0.132,0.201,0.0249891598481438,0.0675110089243627,NA
"MYR1","GID4",-0.100457805522903,0.18,0.258,0.0250606766945375,0.0676948940298314,NA
"MYR1","AC010642.2",0.189227216365873,0.718,0.751,0.0251262652940709,0.0678627170750619,NA
"MYR1","TMA7",-0.0776047466092367,1,1,0.0251475605600719,0.0679108799426564,NA
"MYR1","OSMR",0.196367859089918,0.628,0.559,0.0251859688896069,0.0680015459904674,NA
"MYR1","SOWAHC",-0.0945064051111137,0.217,0.306,0.0251880726565421,0.0680015459904674,NA
"MYR1","EFR3B",-0.0610918978468693,0.042,0.087,0.0251950044957797,0.0680015459904674,-1.58496250072116
"MYR1","AL353768.2",-0.0610918978468693,0.042,0.087,0.0251950044957797,0.0680015459904674,NA
"MYR1","ZNF268",-0.0839031628343437,0.141,0.214,0.0252003266377717,0.068006550941701,NA
"MYR1","SIPA1L1",-0.138984829330907,0.87,0.917,0.0252384356261526,0.0681000221607703,NA
"MYR1","PIGV",0.168666461785303,0.349,0.271,0.0253225898534209,0.0683176928897287,NA
"MYR1","LRRC45",-0.0846938459075938,0.079,0.135,0.0253482983959792,0.0683776450953986,-1.14684138832927
"MYR1","LRRC45",-0.0846938459075938,0.079,0.135,0.0253482983959792,0.0683776450953986,-1.14684138832927
"MYR1","CCDC85C",-0.102357402569564,0.118,0.183,0.0253641292021354,0.0684109390431959,-1.87914560512561
"MYR1","TSEN34",-0.140919865140709,0.732,0.812,0.0254055277638096,0.0685131745016597,NA
"MYR1","LINC00909",0.164615160308676,0.296,0.223,0.0254155561058228,0.0685307948289963,NA
"MYR1","BCS1L",-0.12218561186844,0.296,0.38,0.0254471401918607,0.0686065254746468,NA
"MYR1","RXFP1",0.102036424447252,0.068,0.026,0.0255127833453186,0.0687740473106587,NA
"MYR1","SLC25A53",-0.115895900554194,0.149,0.218,0.0255180058818319,0.0687786714332881,NA
"MYR1","SMCR8",-0.0644487879956567,0.068,0.122,0.025530672527568,0.0688033556325596,NA
"MYR1","FAU",-0.0567087761344842,1,1,0.0255853718308594,0.0689412925219819,NA
"MYR1","CD109",0.202838381806287,0.682,0.672,0.0256343004177005,0.069063644112038,NA
"MYR1","EID2B",-0.0735628172219039,0.186,0.266,0.0257540345278624,0.0693766993304821,NA
"MYR1","VPS37D",0.0702881107103429,0.093,0.044,0.0257714913113217,0.0694141898236959,NA
"MYR1","ARCN1",0.20242595571943,0.693,0.703,0.0257866907754327,0.0694455908812154,NA
"MYR1","MTIF2",-0.114679946177585,0.428,0.533,0.02579455509395,0.0694572319027123,NA
